MeV.Endothelial.0.index	MeV.Endothelial.0.Term	MeV.Endothelial.0.NES	MeV.Endothelial.0.FDR q-val	MeV.1.4.11.index	MeV.1.4.11.Term	MeV.1.4.11.NES	MeV.1.4.11.FDR q-val	MeV.1.4.12.index	MeV.1.4.12.Term	MeV.1.4.12.NES	MeV.1.4.12.FDR q-val	MeV.1.4.13.index	MeV.1.4.13.Term	MeV.1.4.13.NES	MeV.1.4.13.FDR q-val	MeV.Endothelial.3.index	MeV.Endothelial.3.Term	MeV.Endothelial.3.NES	MeV.Endothelial.3.FDR q-val	MeV.1.4.2.index	MeV.1.4.2.Term	MeV.1.4.2.NES	MeV.1.4.2.FDR q-val	MeV.Endothelial_Injury.4.index	MeV.Endothelial_Injury.4.Term	MeV.Endothelial_Injury.4.NES	MeV.Endothelial_Injury.4.FDR q-val	MeV.Immune_doublets.0.index	MeV.Immune_doublets.0.Term	MeV.Immune_doublets.0.NES	MeV.Immune_doublets.0.FDR q-val	MeV.1.4.4.index	MeV.1.4.4.Term	MeV.1.4.4.NES	MeV.1.4.4.FDR q-val	MeV.Endothelial.2.index	MeV.Endothelial.2.Term	MeV.Endothelial.2.NES	MeV.Endothelial.2.FDR q-val	MeV.1.4.6.index	MeV.1.4.6.Term	MeV.1.4.6.NES	MeV.1.4.6.FDR q-val	MeV.1.4.7.index	MeV.1.4.7.Term	MeV.1.4.7.NES	MeV.1.4.7.FDR q-val	MeV.Low_Quality.0.index	MeV.Low_Quality.0.Term	MeV.Low_Quality.0.NES	MeV.Low_Quality.0.FDR q-val	MeV.2.1.index	MeV.2.1.Term	MeV.2.1.NES	MeV.2.1.FDR q-val	MeV.2.8.index	MeV.2.8.Term	MeV.2.8.NES	MeV.2.8.FDR q-val	MeV.3.17.index	MeV.3.17.Term	MeV.3.17.NES	MeV.3.17.FDR q-val	MeV.Proliferative_Fibr.0.index	MeV.Proliferative_Fibr.0.Term	MeV.Proliferative_Fibr.0.NES	MeV.Proliferative_Fibr.0.FDR q-val	ytes.0.index	ytes.0.Term	ytes.0.NES	ytes.0.FDR q-val	MeV.VLMC.1.index	MeV.VLMC.1.Term	MeV.VLMC.1.NES	MeV.VLMC.1.FDR q-val	MeV.Epithelial_ECad.0.index	MeV.Epithelial_ECad.0.Term	MeV.Epithelial_ECad.0.NES	MeV.Epithelial_ECad.0.FDR q-val	MeV.Fib_CD34.0.index	MeV.Fib_CD34.0.Term	MeV.Fib_CD34.0.NES	MeV.Fib_CD34.0.FDR q-val	MeV.SMC.0.index	MeV.SMC.0.Term	MeV.SMC.0.NES	MeV.SMC.0.FDR q-val	MeV.VLMC.0.index	MeV.VLMC.0.Term	MeV.VLMC.0.NES	MeV.VLMC.0.FDR q-val
10.0	glycosaminoglycan catabolic process (GO:0006027)	-2.0410899587843505	0.0062328316010987	10.0	epiboly involved in wound healing (GO:0090505)	-1.8402404312423533	0.0441482035892934	10.0	response to interferon-gamma (GO:0034341)	1.976978751139317	0.008638984059681					10.0	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	2.206034695372022	0.0002865604899719	10.0	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)	2.205833314785214	0.0010731991693847	10.0	cell communication by electrical coupling involved in cardiac conduction (GO:0086064)	-2.042817598495921	0.0498029776603873	10	neutrophil migration (GO:1990266)	1.9589774067645571	9.325887044471305e-05	10.0	angiogenesis involved in wound healing (GO:0060055)	-1.8826753066361848	0.0286321940293732	10.0	collagen fibril organization (GO:0030199)	-2.116502230348549	0.0044156961241376	10.0	negative regulation of blood vessel endothelial cell migration (GO:0043537)	-1.9103515718015835	0.0239955322948995	10.0	regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844)	-1.9545291134458715	0.0105576998135218	10.0	ribosome biogenesis (GO:0042254)	2.3661060111537133	0.0	10.0	negative regulation of ubiquitin-dependent protein catabolic process (GO:2000059)	-1.8977139077534768	0.035256484371989	10.0	regulation of activated T cell proliferation (GO:0046006)	1.948561413936448	0.022767052263696	10.0	dopamine metabolic process (GO:0042417)	-2.052350976425984	0.0095789147039862	10.0	CENP-A containing nucleosome assembly (GO:0034080)	2.0437349325697687	0.0	10.0	protein targeting to ER (GO:0045047)	-2.0324991624017428	0.0070877686108147													10.0	cardiac muscle cell differentiation (GO:0055007)	2.077377058679882	0.0021699897329996	10.0	SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	-2.3693055023100325	0.0
11.0	regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882)	-2.0724700522369703	0.004090295738221	11.0	zinc ion homeostasis (GO:0055069)	-1.844019213592749	0.0426336876334035	11.0	positive regulation of vascular endothelial growth factor production (GO:0010575)	1.9590531337168784	0.0123469351032179					11.0	regulation of postsynaptic membrane potential (GO:0060078)	2.176711746162057	0.0007880413474227	11.0	neuron cell-cell adhesion (GO:0007158)	2.2049847266449616	0.0009837659052693					11	negative regulation of T cell activation (GO:0050868)	1.9540158060242168	8.548729790765363e-05	11.0	cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	-1.8830424249159523	0.0295793149514644	11.0	embryonic skeletal system development (GO:0048706)	-2.15926110994293	0.0009812658053639	11.0	cellular zinc ion homeostasis (GO:0006882)	-1.914187089458622	0.022899184698667	11.0	neuron cell-cell adhesion (GO:0007158)	-1.9560651643503773	0.0105630078576714	11.0	cellular macromolecule biosynthetic process (GO:0034645)	2.3496568915133085	0.0	11.0	ribosome biogenesis (GO:0042254)	-1.9016148969437077	0.0344500599037873	11.0	collagen fibril organization (GO:0030199)	1.933985421235401	0.0299950536739989	11.0	regulation of tube diameter (GO:0035296)	-2.072833788197747	0.0066293955136092	11.0	CENP-A containing chromatin organization (GO:0061641)	2.0437349325697687	0.0	11.0	bone development (GO:0060348)	-2.0604249993393093	0.0047003097103297													11.0	skeletal muscle tissue development (GO:0007519)	2.0498546653416643	0.0052024112829608				
12.0	retinoid metabolic process (GO:0001523)	-2.08721643157933	0.003817609355673	12.0	regulation of blood vessel endothelial cell migration (GO:0043535)	-1.8481848803778644	0.0409289671516928	12.0	negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124)	1.9582354118281904	0.0114757720428848					12.0	modulation of chemical synaptic transmission (GO:0050804)	2.16932748781672	0.0007880413474227	12.0	regulation of synaptic transmission, glutamatergic (GO:0051966)	2.1937266667863278	0.0012107888064854					12	regulation of phagocytosis (GO:0050764)	1.948187255857851	0.0002367340557442	12.0	regulation of axon extension involved in axon guidance (GO:0048841)	-1.884505345115722	0.0299705757312457					12.0	ribosome assembly (GO:0042255)	-1.9335845843173096	0.017470402374983	12.0	regulation of neurotransmitter receptor activity (GO:0099601)	-1.957321322679757	0.010541356624956	12.0	ncRNA processing (GO:0034470)	2.341552903316113	0.0	12.0	negative regulation of vascular permeability (GO:0043116)	-1.9196246096970104	0.0271621428978976	12.0	negative regulation of reproductive process (GO:2000242)	1.915221803000969	0.042740514184229	12.0	vascular process in circulatory system (GO:0003018)	-2.072833788197747	0.0066293955136092	12.0	mitotic metaphase plate congression (GO:0007080)	2.038233878599349	0.0	12.0	embryonic skeletal system development (GO:0048706)	-2.0923108703780127	0.0027978033990058													12.0	muscle cell differentiation (GO:0042692)	2.0334871134431984	0.0081214112788302				
13.0	diterpenoid metabolic process (GO:0016101)	-2.091661341299973	0.0045447730424678	13.0	positive regulation of phosphate metabolic process (GO:0045937)	-1.852543567374045	0.0393225648965474	13.0	positive regulation of myeloid leukocyte differentiation (GO:0002763)	1.9535534384959112	0.0124077574436278					13.0	response to zinc ion (GO:0010043)	2.1565168260557988	0.0007880413474227	13.0	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339)	2.1507006974782845	0.0022954537789619					13	regulation of T cell receptor signaling pathway (GO:0050856)	1.945761137119891	0.0002198244803339	13.0	positive regulation of glial cell differentiation (GO:0045687)	-1.891989761669349	0.027303983032121					13.0	ribosomal small subunit biogenesis (GO:0042274)	-1.9423795492166136	0.0156384675990897	13.0	inorganic anion transmembrane transport (GO:0098661)	-1.966478438137576	0.0093156174825192	13.0	ribosome assembly (GO:0042255)	2.271185567710448	0.0	13.0	regulation of response to cytokine stimulus (GO:0060759)	-1.9201258985940997	0.0278872363870339	13.0	regulation of exocytosis (GO:0017157)	-1.991410729607748	0.0220623241375214	13.0	embryonic appendage morphogenesis (GO:0035113)	-2.085007067546917	0.0065919413016679	13.0	mitotic cytokinesis (GO:0000281)	2.035526679236045	0.0	13.0	cotranslational protein targeting to membrane (GO:0006613)	-2.15704988213684	0.0007460809064015													13.0	regulation of muscle contraction (GO:0006937)	2.02748051473841	0.0093774556318915				
14.0	membrane depolarization during cardiac muscle cell action potential (GO:0086012)	-2.1054417937699808	0.0048477579119657	14.0	negative regulation of cell migration involved in sprouting angiogenesis (GO:0090051)	-1.8526683561195851	0.0398906347450595	14.0	regulation of vascular endothelial growth factor production (GO:0010574)	1.952235903772089	0.0119211787203483					14.0	regulation of NMDA receptor activity (GO:2000310)	2.155524008304777	0.0007355052575946	14.0	regulation of cation channel activity (GO:2001257)	2.126418322589253	0.0024922069600158					14	regulation of immunoglobulin production (GO:0002637)	1.9439615018787144	0.0002051695149783	14.0	neuronal action potential (GO:0019228)	-1.8940129078714163	0.02729748208378					14.0	glomerular visceral epithelial cell differentiation (GO:0072112)	-1.953598192883159	0.013064434112283	14.0	cellular macromolecule biosynthetic process (GO:0034645)	-1.9667625484440063	0.0095743846348114	14.0	cellular protein metabolic process (GO:0044267)	2.245545983670808	0.0	14.0	ribosomal small subunit assembly (GO:0000028)	-1.9214866368189256	0.0283272985197071	14.0	heme catabolic process (GO:0042167)	-2.0949250240565163	0.003239695174379	14.0	regulation of cell junction assembly (GO:1901888)	-2.1347275101367185	0.0018539834910941	14.0	histone exchange (GO:0043486)	2.024384949925305	5.527518216935286e-05	14.0	SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	-2.171100911329374	0.0													14.0	smooth muscle contraction (GO:0006939)	2.0026055242924667	0.0178106080393129				
15.0	collagen fibril organization (GO:0030199)	-2.113202824186596	0.006362682259455	15.0	negative regulation of cell-substrate adhesion (GO:0010812)	-1.854393608787094	0.0396920205451099	15.0	negative regulation of fat cell differentiation (GO:0045599)	1.941914114517999	0.0139222337198354					15.0	cellular response to zinc ion (GO:0071294)	2.1520071455509893	0.0007387887632088	15.0	regulation of cation transmembrane transport (GO:1904062)	2.125994277101272	0.0023364440250148					15	positive regulation of interleukin-12 production (GO:0032735)	1.9418732855211227	0.0001923464202922	15.0	negative regulation of vascular permeability (GO:0043116)	-1.908407789336677	0.02293277245493					15.0	epithelial tube morphogenesis (GO:0060562)	-1.9896297439824844	0.006803748890513	15.0	chloride transmembrane transport (GO:1902476)	-1.9716553245702195	0.0089015900388517	15.0	gene expression (GO:0010467)	2.2129430364096816	0.0	15.0	cellular response to cadmium ion (GO:0071276)	-1.9286812913380948	0.0258551334539996	15.0	porphyrin-containing compound catabolic process (GO:0006787)	-2.0949250240565163	0.003239695174379	15.0	cellular response to vascular endothelial growth factor stimulus (GO:0035924)	-2.184622403629352	0.001059419137768	15.0	mitotic spindle assembly (GO:0090307)	2.004032034005579	5.182048328376831e-05	15.0	cytoplasmic translation (GO:0002181)	-2.25358288433806	0.0													15.0	regulation of heart contraction (GO:0008016)	2.002561164242485	0.0166974450368558				
16.0	embryonic skeletal system development (GO:0048706)	-2.2781557462865503	0.0	16.0	negative regulation of angiogenesis (GO:0016525)	-1.858115681055696	0.0384583734859266	16.0	response to peptide (GO:1901652)	1.9331921290639715	0.0162288315352641					16.0	peptide biosynthetic process (GO:0043043)	2.1267611473345287	0.000973462840934	16.0	regulation of synapse assembly (GO:0051963)	2.1170493273078925	0.0025462176371678					16	granulocyte chemotaxis (GO:0071621)	1.9386153091802751	0.0002413758999745	16.0	regulation of interleukin-2 production (GO:0032663)	-1.909268938704662	0.0236542658385158					16.0	response to progesterone (GO:0032570)	-1.9913259742574596	0.0069149686662641	16.0	signal release from synapse (GO:0099643)	-1.9756168887612624	0.0086154240116109	16.0	response to cadmium ion (GO:0046686)	2.156815086464892	0.0	16.0	cellular zinc ion homeostasis (GO:0006882)	-1.9480559534307509	0.0192524007338422	16.0	translation (GO:0006412)	-2.110614670883596	0.003332257893647	16.0	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	-2.194330343531054	0.0010299908283856	16.0	positive regulation of cytokinesis (GO:0032467)	2.000574537244808	9.75444391223874e-05																	16.0	calcium ion transport into cytosol (GO:0060402)	1.9928260650490637	0.0196035497825063				
				17.0	regulation of systemic arterial blood pressure by hormone (GO:0001990)	-1.8601263060187176	0.0378368344331071	17.0	response to UV-A (GO:0070141)	1.9298636696932572	0.0166328826907717					17.0	neurotransmitter secretion (GO:0007269)	2.12288282893118	0.00096316164685	17.0	neuropeptide signaling pathway (GO:0007218)	2.112709704019293	0.0026598115216542					17	regulation of interleukin-17 production (GO:0032660)	1.9376949174207825	0.0002849576596921	17.0	positive regulation of phosphate metabolic process (GO:0045937)	-1.91004349543407	0.0243453127928449					17.0	cellular macromolecule biosynthetic process (GO:0034645)	-1.9999505231478063	0.0061995353696391	17.0	regulation of cell communication by electrical coupling (GO:0010649)	-1.9794158802244444	0.0082178174424917	17.0	response to copper ion (GO:0046688)	2.1561461569356157	0.0	17.0	cellular nitrogen compound biosynthetic process (GO:0044271)	-1.961831188509263	0.0161008299882191	17.0	peptide biosynthetic process (GO:0043043)	-2.280852977085655	0.0	17.0	SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	-2.3173489916606465	0.0	17.0	positive regulation of cell cycle process (GO:0090068)	1.9990638232314528	9.21253036155881e-05																	17.0	muscle cell development (GO:0055001)	1.9805318816272883	0.0257060322216887				
				18.0	cellular zinc ion homeostasis (GO:0006882)	-1.860296346096199	0.038397359263911	18.0	chondrocyte differentiation (GO:0002062)	1.9022682650023268	0.0302780012912306					18.0	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339)	2.120710915731678	0.0009539447889854	18.0	calcium ion transport into cytosol (GO:0060402)	2.0933850321925664	0.0035553644997455					18	T cell activation (GO:0042110)	1.937145795904676	0.0002699598881294	18.0	positive regulation of synapse assembly (GO:0051965)	-1.9277261155478425	0.0190655788547704					18.0	response to copper ion (GO:0046688)	-2.0006948717689994	0.0064670354733077	18.0	angiogenesis involved in wound healing (GO:0060055)	-1.9796627142918728	0.0084746242375696	18.0	ribosomal small subunit biogenesis (GO:0042274)	2.1465118335965405	0.0	18.0	response to cadmium ion (GO:0046686)	-1.968905942390649	0.0149617180132358	18.0	cytoplasmic translation (GO:0002181)	-2.3605429657939627	0.0	18.0	protein targeting to ER (GO:0045047)	-2.331454065653915	0.0	18.0	mitotic chromosome condensation (GO:0007076)	1.996329561970157	8.7276603425294e-05																	18.0	muscle organ development (GO:0007517)	1.9776265167166456	0.0258509910500065				
				19.0	positive regulation of positive chemotaxis (GO:0050927)	-1.8625497683790824	0.0378972573561878	19.0	endoderm formation (GO:0001706)	1.8999863026730748	0.0300413703752778					19.0	synapse assembly (GO:0007416)	2.110482799268648	0.0011032578863919	19.0	positive regulation of nervous system development (GO:0051962)	2.09237804797712	0.0034759728652851					19	dendritic cell differentiation (GO:0097028)	1.9358637111112875	0.0003590466512121	19.0	anterograde trans-synaptic signaling (GO:0098916)	-1.933639635465921	0.0174834879445263					19.0	negative regulation of actin filament polymerization (GO:0030837)	-2.004448581301693	0.0064539707551798	19.0	ribosomal large subunit assembly (GO:0000027)	-1.9853374922642013	0.0079800450835917	19.0	ribosomal large subunit assembly (GO:0000027)	2.143348542061504	0.0	19.0	cellular response to mechanical stimulus (GO:0071260)	-1.985942054370555	0.0124198979037688	19.0	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	-2.374691167668601	0.0	19.0	cytoplasmic translation (GO:0002181)	-2.342839012595587	0.0	19.0	positive regulation of cell division (GO:0051781)	1.989081914877568	0.000124369159881																	19.0	regulation of cation channel activity (GO:2001257)	1.976950115006896	0.0251092850451138				
				20.0	regulation of mononuclear cell migration (GO:0071675)	-1.863078271146696	0.0381668509884869	20.0	cellular response to chemokine (GO:1990869)	1.899262078368384	0.0289514340351317					20.0	cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	2.090184374927325	0.0015010311379481	20.0	regulation of trans-synaptic signaling (GO:0099177)	2.0917595470351027	0.00334168101155					20	regulation of mast cell degranulation (GO:0043304)	1.9296865904263985	0.0005861986142239	20.0	positive regulation of nervous system development (GO:0051962)	-1.94177699618102	0.0156792609329191					20.0	negative regulation of cell migration involved in sprouting angiogenesis (GO:0090051)	-2.0136123665286063	0.0051909199173449	20.0	action potential (GO:0001508)	-2.000393550827642	0.006589936811708	20.0	ribonucleoprotein complex biogenesis (GO:0022613)	2.140558308292512	0.0	20.0	tight junction assembly (GO:0120192)	-1.987397355325651	0.0125757962038161	20.0	cotranslational protein targeting to membrane (GO:0006613)	-2.440501628955383	0.0	20.0	cotranslational protein targeting to membrane (GO:0006613)	-2.364843809007992	0.0	20.0	regulation of cell cycle G2/M phase transition (GO:1902749)	1.9806779721635075	0.0001974113648905																	20.0	skeletal muscle contraction (GO:0003009)	1.96656827910386	0.0313019031815121				
				21.0	beta-catenin destruction complex disassembly (GO:1904886)	-1.8663017550438163	0.0373097345335874	21.0	acute inflammatory response (GO:0002526)	1.8971139520064009	0.028889505833987					21.0	chloride transmembrane transport (GO:1902476)	2.0871485538944743	0.0015044425723526	21.0	regulation of potassium ion transport (GO:0043266)	2.066241006871549	0.0053659958469239					21	positive regulation of interferon-gamma production (GO:0032729)	1.928818874288	0.0005595532226682	21.0	regulation of endothelial cell proliferation (GO:0001936)	-1.9430328530921748	0.0161395071659776					21.0	cellular response to zinc ion (GO:0071294)	-2.029475800198305	0.0039794314872683	21.0	cellular response to zinc ion (GO:0071294)	-2.0029279337524413	0.0063531797390361	21.0	cellular response to cadmium ion (GO:0071276)	2.138615249402573	0.0	21.0	maintenance of blood-brain barrier (GO:0035633)	-1.9962543218069932	0.0110324030333478	21.0	protein targeting to ER (GO:0045047)	-2.4501494228585217	0.0	21.0	establishment of endothelial barrier (GO:0061028)	-2.3852752765799528	0.0	21.0	DNA-dependent DNA replication maintenance of fidelity (GO:0045005)	1.969018647887812	0.000603001987302																	21.0	regulation of potassium ion transmembrane transport (GO:1901379)	1.9655298658355256	0.0306719702645149				
				22.0	positive regulation of focal adhesion assembly (GO:0051894)	-1.8733714481543235	0.03447726600891	22.0	regulation of protein processing (GO:0070613)	1.8960039902829688	0.0279444276339097					22.0	positive regulation of synaptic transmission (GO:0050806)	2.071836043823209	0.0019529720349173	22.0	positive regulation of synapse assembly (GO:0051965)	2.047734187469985	0.0068435889062218					22	regulation of interferon-gamma production (GO:0032649)	1.922412722892712	0.0006244289586298	22.0	neuron development (GO:0048666)	-1.9501216455805628	0.0147896574757322					22.0	branching morphogenesis of an epithelial tube (GO:0048754)	-2.05554765484622	0.0023830045865279	22.0	regulation of dendritic spine development (GO:0060998)	-2.0118574814771484	0.0056928773504284	22.0	response to zinc ion (GO:0010043)	2.11101908986906	0.0	22.0	cellular macromolecule biosynthetic process (GO:0034645)	-2.0048038618828747	0.0102892878031223	22.0	SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	-2.4895139972119757	0.0					22.0	replication fork processing (GO:0031297)	1.9595717560349464	0.0011535690191864																	22.0	cardiac muscle tissue morphogenesis (GO:0055008)	1.965003085953372	0.0296976521318888				
				23.0	branching involved in blood vessel morphogenesis (GO:0001569)	-1.8738038501944796	0.0348106219650156	23.0	cartilage development (GO:0051216)	1.8934772126575568	0.0282702238225404					23.0	signal release from synapse (GO:0099643)	2.068833675787799	0.0019044332562717	23.0	potassium ion transport (GO:0006813)	2.0300321174398164	0.0088812199781264					23	positive regulation of interleukin-2 production (GO:0032743)	1.918043765054782	0.0006838983832612	23.0	dendrite self-avoidance (GO:0070593)	-1.9580097330184247	0.0138653038834989					23.0	cellular response to copper ion (GO:0071280)	-2.061500854044786	0.0023936429998606	23.0	ribosome biogenesis (GO:0042254)	-2.014736754774112	0.0057887170364625	23.0	ribosomal large subunit biogenesis (GO:0042273)	2.106899556467324	0.0	23.0	ribosome assembly (GO:0042255)	-2.0160995329640468	0.0088919771138094									23.0	DNA replication (GO:0006260)	1.959477982717292	0.001105503643387																	23.0	cellular response to alkaloid (GO:0071312)	1.9635001603211688	0.0294548285873516				
				24.0	negative regulation of blood vessel endothelial cell migration (GO:0043537)	-1.874377077038511	0.0351999512896244	24.0	regulation of acute inflammatory response (GO:0002673)	1.8917727344978608	0.0279977397375038					24.0	regulation of cation channel activity (GO:2001257)	2.0333134916933737	0.0036880335059386	24.0	receptor clustering (GO:0043113)	2.017292075824888	0.0102836329297494					24	positive regulation of lymphocyte proliferation (GO:0050671)	1.9146776904831808	0.0007796441569178	24.0	regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844)	-1.9821959183790665	0.0092259291872424					24.0	rRNA processing (GO:0006364)	-2.1291634033381004	0.0007733308153396	24.0	regulation of synaptic transmission, glutamatergic (GO:0051966)	-2.029289237865437	0.0047374294035033	24.0	mitochondrial ATP synthesis coupled electron transport (GO:0042775)	2.0807200006344484	0.0	24.0	negative regulation of actin filament polymerization (GO:0030837)	-2.020797036756032	0.0086080316261415									24.0	regulation of cytokinesis (GO:0032465)	1.9486018402696008	0.001956741448795																	24.0	positive regulation of calcium ion transmembrane transporter activity (GO:1901021)	1.954036570330209	0.0358782764008426				
				25.0	positive regulation of cell-substrate adhesion (GO:0010811)	-1.8781475896667468	0.0335300883713026	25.0	regulation of defense response (GO:0031347)	1.890060302835321	0.0279034183234527					25.0	cellular zinc ion homeostasis (GO:0006882)	2.02498807755108	0.0038795881719275	25.0	positive regulation of synaptic transmission (GO:0050806)	2.009185857712214	0.0113006955271971					25	hematopoietic progenitor cell differentiation (GO:0002244)	1.9069695376132867	0.0008680248710623	25.0	regulation of cell communication by electrical coupling (GO:0010649)	-1.988965725432311	0.0088285200237789					25.0	ncRNA processing (GO:0034470)	-2.1535690551748425	0.0008377750499512	25.0	response to cadmium ion (GO:0046686)	-2.0307176525408046	0.00484412109091	25.0	aerobic electron transport chain (GO:0019646)	2.0805332785737414	0.0	25.0	cellular response to zinc ion (GO:0071294)	-2.044510254827254	0.0062164447143864									25.0	mitotic DNA damage checkpoint signaling (GO:0044773)	1.942859418669011	0.0025511622539701																	25.0	positive regulation of cytoskeleton organization (GO:0051495)	1.952770059401865	0.035663588659211				
				26.0	cell-cell junction assembly (GO:0007043)	-1.883756329564781	0.0316159562492262	26.0	regulation of T cell proliferation (GO:0042129)	1.889397193154624	0.0271727184800321					26.0	regulation of synaptic transmission, glutamatergic (GO:0051966)	1.999152998449706	0.0062751440628111	26.0	axon development (GO:0061564)	1.9986622462914367	0.0130197166722073					26	regulation of T cell mediated cytotoxicity (GO:0001914)	1.9062873427803733	0.0008738701563893	26.0	nuclear-transcribed mRNA catabolic process (GO:0000956)	-1.9890897199747504	0.009507636948685					26.0	ribosome biogenesis (GO:0042254)	-2.16476687630211	0.0007108394363222	26.0	positive regulation of synapse assembly (GO:0051965)	-2.0347661492211717	0.0048303201761211	26.0	cellular response to copper ion (GO:0071280)	2.0715394410609216	0.0	26.0	rRNA metabolic process (GO:0016072)	-2.0686578833163547	0.004801667641457									26.0	regulation of cell cycle process (GO:0010564)	1.9364769223533385	0.0033472193646997																	26.0	actin filament organization (GO:0007015)	1.9494282792761264	0.036722903173841				
				27.0	regulation of T cell migration (GO:2000404)	-1.884967642779328	0.0317808085717643	27.0	cellular response to UV-A (GO:0071492)	1.883076571558267	0.0298880980774448					27.0	synaptic transmission, glutamatergic (GO:0035249)	1.999075615812772	0.0060510317748535	27.0	synapse assembly (GO:0007416)	1.981642423837637	0.016232137436945					27	regulation of B cell proliferation (GO:0030888)	1.9057357478732684	0.0008792979213358	27.0	positive regulation of interleukin-2 production (GO:0032743)	-2.0305038104183573	0.003697414368933					27.0	negative regulation of cell-substrate adhesion (GO:0010812)	-2.1664652777071534	0.0007819233799544	27.0	cellular response to cadmium ion (GO:0071276)	-2.0389622966206824	0.0048603221647926	27.0	cellular zinc ion homeostasis (GO:0006882)	2.0607119066494826	0.0	27.0	regulation of nitric-oxide synthase activity (GO:0050999)	-2.071042523246449	0.0048996608586296									27.0	kinetochore organization (GO:0051383)	1.9339920472173155	0.003819909910632																	27.0	regulation of calcium ion transport (GO:0051924)	1.947821211972322	0.0367556914802462				
				28.0	endothelial cell development (GO:0001885)	-1.8970145396186984	0.0270471964626291	28.0	response to amyloid-beta (GO:1904645)	1.8785916591680083	0.0316410398745009					28.0	positive regulation of synapse assembly (GO:0051965)	1.9672388871641624	0.0103532328747615	28.0	neuronal action potential (GO:0019228)	1.9786144674650383	0.0163508678048223					28	B cell activation (GO:0042113)	1.9053939919685163	0.0008489773033587	28.0	regulation of synapse assembly (GO:0051963)	-2.073535170504634	0.0017286612633972					28.0	rRNA metabolic process (GO:0016072)	-2.290225054603548	0.0	28.0	positive regulation of cell junction assembly (GO:1901890)	-2.0408869817823074	0.0048930516069798	28.0	zinc ion homeostasis (GO:0055069)	2.054034588695002	0.0	28.0	establishment of endothelial barrier (GO:0061028)	-2.0754489870127	0.0050127299553672									28.0	mitotic spindle assembly checkpoint signaling (GO:0007094)	1.9282927937945429	0.0044398452774738																	28.0	regulation of delayed rectifier potassium channel activity (GO:1902259)	1.94029377766476	0.0417564735226692				
				29.0	negative regulation of Rho protein signal transduction (GO:0035024)	-1.9016466567930184	0.0259171774879919	29.0	cellular response to interferon-gamma (GO:0071346)	1.873523782883154	0.0335496029701232					29.0	regulation of trans-synaptic signaling (GO:0099177)	1.9538849555674969	0.0128713420079056	29.0	regulation of NMDA receptor activity (GO:2000310)	1.9697081208020744	0.0179919853341491					29	negative regulation of T cell receptor signaling pathway (GO:0050860)	1.9047372724854992	0.0008206780599134	29.0	glutamate receptor signaling pathway (GO:0007215)	-2.090436325293382	0.0011620445159503					29.0	nuclear-transcribed mRNA catabolic process (GO:0000956)	-2.4209796365037963	0.0	29.0	neurotransmitter secretion (GO:0007269)	-2.047884692724766	0.0046824532319541	29.0	negative regulation of peptidase activity (GO:0010466)	2.050375834805102	0.0	29.0	rRNA processing (GO:0006364)	-2.1084461365637663	0.0033344914176785									29.0	spindle assembly checkpoint signaling (GO:0071173)	1.9282927937945429	0.0044398452774738																	29.0	vasoconstriction (GO:0042310)	1.935357106237614	0.0444653152596591				
				30.0	negative regulation of endothelial cell migration (GO:0010596)	-1.9075905757759524	0.0242974728509734	30.0	lipid catabolic process (GO:0016042)	1.8639193593604229	0.0399167210055535					30.0	inorganic anion transmembrane transport (GO:0098661)	1.9473925244421684	0.0139305373673448	30.0	synaptic vesicle exocytosis (GO:0016079)	1.9633087132604583	0.0186175053040229					30	Fc-gamma receptor signaling pathway (GO:0038094)	1.9035971361700448	0.0008603882886189	30.0	action potential (GO:0001508)	-2.1245114768734323	0.0003521347018031					30.0	translation (GO:0006412)	-2.547184826146121	0.0	30.0	rRNA processing (GO:0006364)	-2.061305229990668	0.0040885210062167	30.0	mitochondrial ATP synthesis coupled proton transport (GO:0042776)	2.033405125923212	0.0	30.0	membrane lipid biosynthetic process (GO:0046467)	-2.120028311113994	0.0031179660009461									30.0	mitotic spindle checkpoint signaling (GO:0071174)	1.9282927937945429	0.0044398452774738																	30.0	regulation of blood circulation (GO:1903522)	1.934133700663358	0.0442451752755794				
