from,to,value
Imm.M0Like.1,MeV.Endothelial.3,4
Imm.M0Like.1,MeV.Pericytes.0,4
Imm.M0Like.1,MeV.SMC.0,3
Imm.M0Like.1,MeV.Epithelial.0,4
Imm.M0Like.1,MeV.Fib.0,4
Imm.M0Like.1,MeV.Fib.1,7
Imm.M0Like.1,MeV.Fib.2,8
Imm.M0Like.1,MeV.Fib.3,1
Imm.M0Like.1,MeV.Fib.4,7
Imm.M0Like.1,MeV.Fib.5,1
Imm.M0Like.1,MeV.FibCollagen.0,5
Imm.M0Like.1,MeV.FibCollagen.1,11
Imm.M0Like.1,MeV.FibCollagen.2,5
Imm.M0Like.1,MeV.FibCollagen.3,7
Imm.M0Like.1,MeV.FibLaminin.0,5
Imm.M0Like.1,MeV.VLMC.0,7
Imm.M0Like.1,MeV.VLMC.1,7
Imm.M0Like.1,Imm.Proliferative.0,4
Imm.M0Like.1,MeV.FibProlif.0,3
Imm.M0Like.2,Imm.M0Like.0,8
Imm.M0Like.2,Imm.M0Like.1,4
Imm.M0Like.2,Imm.M0Like.2,4
Imm.M0Like.2,Imm.MHCII.0,5
Imm.M0Like.2,Imm.PVM.0,5
Imm.M0Like.2,Imm.Interferon.0,4
Imm.M0Like.2,Imm.DAM.0,3
Imm.M0Like.2,Imm.DAM.1,7
Imm.M0Like.2,Neu.CSFcN.0,28
Imm.M0Like.2,Neu.Epend.0,16
Imm.M0Like.2,MeV.Endothelial.0,2
Imm.M0Like.2,MeV.Endothelial.1,8
Imm.M0Like.2,MeV.Endothelial.2,1
Imm.M0Like.2,MeV.Endothelial.3,6
Imm.M0Like.2,MeV.Pericytes.0,8
Imm.M0Like.2,MeV.SMC.0,4
Imm.M0Like.2,MeV.Epithelial.0,6
Imm.M0Like.2,MeV.Fib.0,10
Imm.M0Like.2,MeV.Fib.1,5
Imm.M0Like.2,MeV.Fib.2,6
Imm.M0Like.2,MeV.Fib.3,5
Imm.M0Like.2,MeV.Fib.4,6
Imm.M0Like.2,MeV.Fib.5,2
Imm.M0Like.2,MeV.FibCollagen.0,3
Imm.M0Like.2,MeV.FibCollagen.1,9
Imm.M0Like.2,MeV.FibCollagen.2,3
Imm.M0Like.2,MeV.FibCollagen.3,7
Imm.M0Like.2,MeV.FibLaminin.0,11
Imm.M0Like.2,MeV.VLMC.0,6
Imm.M0Like.2,MeV.VLMC.1,6
Imm.M0Like.2,Imm.Proliferative.0,3
Imm.M0Like.2,MeV.FibProlif.0,4
Imm.MHCII.0,Imm.M0Like.0,8
Imm.MHCII.0,Imm.M0Like.1,5
Imm.MHCII.0,Imm.M0Like.2,6
Imm.MHCII.0,Imm.MHCII.0,1
Imm.MHCII.0,Imm.PVM.0,4
Imm.MHCII.0,Imm.Interferon.0,5
Imm.MHCII.0,Imm.DAM.0,2
Imm.MHCII.0,Imm.DAM.1,5
Imm.MHCII.0,Neu.CSFcN.0,7
Imm.MHCII.0,Neu.Epend.0,4
Imm.MHCII.0,MeV.Endothelial.0,3
Imm.MHCII.0,MeV.Endothelial.1,3
Imm.MHCII.0,MeV.Endothelial.2,6
Imm.MHCII.0,MeV.Endothelial.3,1
Imm.MHCII.0,MeV.Pericytes.0,3
Imm.MHCII.0,MeV.SMC.0,4
Imm.MHCII.0,MeV.Epithelial.0,5
Imm.MHCII.0,MeV.Fib.0,2
Imm.MHCII.0,MeV.Fib.1,5
Imm.MHCII.0,MeV.Fib.2,4
Imm.MHCII.0,MeV.Fib.3,4
Imm.MHCII.0,MeV.Fib.4,2
Imm.MHCII.0,MeV.Fib.5,1
Imm.MHCII.0,MeV.FibCollagen.0,5
Imm.MHCII.0,MeV.FibCollagen.1,7
Imm.MHCII.0,MeV.FibCollagen.2,2
Imm.MHCII.0,MeV.FibCollagen.3,5
Imm.MHCII.0,MeV.FibLaminin.0,8
Imm.MHCII.0,MeV.VLMC.0,6
Imm.MHCII.0,MeV.VLMC.1,2
Imm.MHCII.0,Imm.Proliferative.0,5
Imm.MHCII.0,MeV.FibProlif.0,2
Imm.PVM.0,Imm.M0Like.0,5
Imm.PVM.0,Imm.M0Like.1,4
Imm.PVM.0,Imm.M0Like.2,4
Imm.PVM.0,Imm.MHCII.0,1
Imm.PVM.0,Imm.PVM.0,2
Imm.PVM.0,Imm.Interferon.0,3
Imm.PVM.0,Imm.DAM.0,2
Imm.PVM.0,Imm.DAM.1,4
Imm.PVM.0,Neu.CSFcN.0,7
Imm.PVM.0,Neu.Epend.0,3
Imm.PVM.0,MeV.Endothelial.0,1
Imm.PVM.0,MeV.Endothelial.1,3
Imm.PVM.0,MeV.Endothelial.2,2
Imm.PVM.0,MeV.Endothelial.3,1
Imm.PVM.0,MeV.Pericytes.0,1
Imm.PVM.0,MeV.Epithelial.0,2
Imm.PVM.0,MeV.Fib.1,1
Imm.PVM.0,MeV.Fib.2,1
Imm.PVM.0,MeV.Fib.3,3
Imm.PVM.0,MeV.Fib.4,4
Imm.PVM.0,MeV.FibCollagen.0,3
Imm.PVM.0,MeV.FibCollagen.1,6
Imm.PVM.0,MeV.FibCollagen.2,2
Imm.PVM.0,MeV.FibCollagen.3,2
Imm.PVM.0,MeV.FibLaminin.0,3
Imm.PVM.0,MeV.VLMC.0,3
Imm.PVM.0,Imm.Proliferative.0,2
Imm.PVM.0,MeV.FibProlif.0,3
Imm.Interferon.0,Imm.M0Like.0,9
Imm.Interferon.0,Imm.M0Like.1,5
Imm.Interferon.0,Imm.M0Like.2,5
Imm.Interferon.0,Imm.MHCII.0,3
Imm.Interferon.0,Imm.PVM.0,4
Imm.Interferon.0,Imm.Interferon.0,5
Imm.Interferon.0,Imm.DAM.0,4
Imm.Interferon.0,Imm.DAM.1,8
Imm.Interferon.0,Neu.CSFcN.0,35
Imm.Interferon.0,Neu.Epend.0,27
Imm.Interferon.0,MeV.Endothelial.0,4
Imm.Interferon.0,MeV.Endothelial.1,9
Imm.Interferon.0,MeV.Endothelial.2,4
Imm.Interferon.0,MeV.Endothelial.3,5
Imm.Interferon.0,MeV.Pericytes.0,9
Imm.Interferon.0,MeV.SMC.0,4
Imm.Interferon.0,MeV.Epithelial.0,7
Imm.Interferon.0,MeV.Fib.0,4
Imm.Interferon.0,MeV.Fib.1,7
Imm.Interferon.0,MeV.Fib.2,4
Imm.Interferon.0,MeV.Fib.3,4
Imm.Interferon.0,MeV.Fib.4,7
Imm.Interferon.0,MeV.Fib.5,1
Imm.Interferon.0,MeV.FibCollagen.0,6
Imm.Interferon.0,MeV.FibCollagen.1,9
Imm.Interferon.0,MeV.FibCollagen.2,7
Imm.Interferon.0,MeV.FibCollagen.3,5
Imm.Interferon.0,MeV.FibLaminin.0,13
Imm.Interferon.0,MeV.VLMC.0,7
Imm.Interferon.0,MeV.VLMC.1,7
Imm.Interferon.0,Imm.Proliferative.0,4
Imm.Interferon.0,MeV.FibProlif.0,5
Imm.DAM.0,Imm.M0Like.0,4
Imm.DAM.0,Imm.M0Like.1,2
Imm.DAM.0,Imm.M0Like.2,4
Imm.DAM.0,Imm.MHCII.0,3
Imm.DAM.0,Imm.PVM.0,3
Imm.DAM.0,Imm.Interferon.0,3
Imm.DAM.0,Imm.DAM.0,3
Imm.DAM.0,Imm.DAM.1,3
Imm.DAM.0,Neu.CSFcN.0,11
Imm.DAM.0,Neu.Epend.0,12
Imm.DAM.0,MeV.Endothelial.0,3
Imm.DAM.0,MeV.Endothelial.1,2
Imm.DAM.0,MeV.Endothelial.2,2
Imm.DAM.0,MeV.Endothelial.3,3
Imm.DAM.0,MeV.Pericytes.0,4
Imm.DAM.0,MeV.SMC.0,3
Imm.DAM.0,MeV.Epithelial.0,4
Imm.DAM.0,MeV.Fib.0,3
Imm.DAM.0,MeV.Fib.1,3
Imm.DAM.0,MeV.Fib.2,2
Imm.DAM.0,MeV.Fib.3,4
Imm.DAM.0,MeV.Fib.4,4
Imm.DAM.0,MeV.FibCollagen.0,6
Imm.DAM.0,MeV.FibCollagen.1,7
Imm.DAM.0,MeV.FibCollagen.2,4
Imm.DAM.0,MeV.FibCollagen.3,2
Imm.DAM.0,MeV.FibLaminin.0,6
Imm.DAM.0,MeV.VLMC.0,3
Imm.DAM.0,MeV.VLMC.1,5
Imm.DAM.0,Imm.Proliferative.0,3
Imm.DAM.0,MeV.FibProlif.0,1
Imm.DAM.1,Imm.M0Like.0,10
Imm.DAM.1,Imm.M0Like.1,7
Imm.DAM.1,Imm.M0Like.2,9
Imm.DAM.1,Imm.MHCII.0,3
Imm.DAM.1,Imm.PVM.0,9
Imm.DAM.1,Imm.Interferon.0,7
Imm.DAM.1,Imm.DAM.0,4
Imm.DAM.1,Imm.DAM.1,10
Imm.DAM.1,Neu.CSFcN.0,26
Imm.DAM.1,Neu.Epend.0,19
Imm.DAM.1,MeV.Endothelial.0,5
Imm.DAM.1,MeV.Endothelial.1,3
Imm.DAM.1,MeV.Endothelial.2,4
Imm.DAM.1,MeV.Endothelial.3,7
Imm.DAM.1,MeV.Pericytes.0,8
Imm.DAM.1,MeV.SMC.0,8
Imm.DAM.1,MeV.Epithelial.0,9
Imm.DAM.1,MeV.Fib.0,6
Imm.DAM.1,MeV.Fib.1,6
Imm.DAM.1,MeV.Fib.2,7
Imm.DAM.1,MeV.Fib.3,3
Imm.DAM.1,MeV.Fib.4,7
Imm.DAM.1,MeV.Fib.5,3
Imm.DAM.1,MeV.FibCollagen.0,6
Imm.DAM.1,MeV.FibCollagen.1,12
Imm.DAM.1,MeV.FibCollagen.2,7
Imm.DAM.1,MeV.FibCollagen.3,8
Imm.DAM.1,MeV.FibLaminin.0,10
Imm.DAM.1,MeV.VLMC.0,8
Imm.DAM.1,MeV.VLMC.1,10
Imm.DAM.1,Imm.Proliferative.0,6
Imm.DAM.1,MeV.FibProlif.0,4
Neu.CSFcN.0,Imm.M0Like.0,12
Neu.CSFcN.0,Imm.M0Like.1,14
Neu.CSFcN.0,Imm.M0Like.2,17
Neu.CSFcN.0,Imm.MHCII.0,12
Neu.CSFcN.0,Imm.PVM.0,13
Neu.CSFcN.0,Imm.Interferon.0,14
Neu.CSFcN.0,Imm.DAM.0,16
Neu.CSFcN.0,Imm.DAM.1,16
Neu.CSFcN.0,Neu.CSFcN.0,12
Neu.CSFcN.0,Neu.Epend.0,14
Neu.CSFcN.0,MeV.Endothelial.0,6
Neu.CSFcN.0,MeV.Endothelial.1,8
Neu.CSFcN.0,MeV.Endothelial.2,9
Neu.CSFcN.0,MeV.Endothelial.3,2
Neu.CSFcN.0,MeV.Pericytes.0,7
Neu.CSFcN.0,MeV.SMC.0,20
Neu.CSFcN.0,MeV.Epithelial.0,21
Neu.CSFcN.0,MeV.Fib.0,15
Neu.CSFcN.0,MeV.Fib.1,16
Neu.CSFcN.0,MeV.Fib.2,12
Neu.CSFcN.0,MeV.Fib.3,18
Neu.CSFcN.0,MeV.Fib.4,8
Neu.CSFcN.0,MeV.Fib.5,10
Neu.CSFcN.0,MeV.FibCollagen.0,13
Neu.CSFcN.0,MeV.FibCollagen.1,22
Neu.CSFcN.0,MeV.FibCollagen.2,6
Neu.CSFcN.0,MeV.FibCollagen.3,34
Neu.CSFcN.0,MeV.FibLaminin.0,14
Neu.CSFcN.0,MeV.VLMC.0,22
Neu.CSFcN.0,MeV.VLMC.1,19
Neu.CSFcN.0,Imm.Proliferative.0,12
Neu.CSFcN.0,MeV.FibProlif.0,21
Neu.Epend.0,Imm.M0Like.0,6
Neu.Epend.0,Imm.M0Like.1,7
Neu.Epend.0,Imm.M0Like.2,9
Neu.Epend.0,Imm.MHCII.0,1
Neu.Epend.0,Imm.PVM.0,8
Neu.Epend.0,Imm.Interferon.0,8
Neu.Epend.0,Imm.DAM.0,7
Neu.Epend.0,Imm.DAM.1,6
Neu.Epend.0,Neu.CSFcN.0,7
Neu.Epend.0,Neu.Epend.0,8
Neu.Epend.0,MeV.Endothelial.0,4
Neu.Epend.0,MeV.Endothelial.1,7
Neu.Epend.0,MeV.Endothelial.2,5
Neu.Epend.0,MeV.Endothelial.3,2
Neu.Epend.0,MeV.Pericytes.0,3
Neu.Epend.0,MeV.SMC.0,9
Neu.Epend.0,MeV.Epithelial.0,15
Neu.Epend.0,MeV.Fib.0,6
Neu.Epend.0,MeV.Fib.1,8
Neu.Epend.0,MeV.Fib.2,7
Neu.Epend.0,MeV.Fib.3,11
Neu.Epend.0,MeV.Fib.4,2
Neu.Epend.0,MeV.Fib.5,3
Neu.Epend.0,MeV.FibCollagen.0,7
Neu.Epend.0,MeV.FibCollagen.1,15
Neu.Epend.0,MeV.FibCollagen.2,5
Neu.Epend.0,MeV.FibCollagen.3,17
Neu.Epend.0,MeV.FibLaminin.0,5
Neu.Epend.0,MeV.VLMC.0,13
Neu.Epend.0,MeV.VLMC.1,14
Neu.Epend.0,Imm.Proliferative.0,9
Neu.Epend.0,MeV.FibProlif.0,12
MeV.Endothelial.0,Imm.M0Like.0,5
MeV.Endothelial.0,Imm.M0Like.1,6
MeV.Endothelial.0,Imm.M0Like.2,5
MeV.Endothelial.0,Imm.MHCII.0,1
MeV.Endothelial.0,Imm.PVM.0,3
MeV.Endothelial.0,Imm.Interferon.0,5
MeV.Endothelial.0,Imm.DAM.0,4
MeV.Endothelial.0,Imm.DAM.1,10
MeV.Endothelial.0,Neu.CSFcN.0,10
MeV.Endothelial.0,Neu.Epend.0,3
MeV.Endothelial.0,MeV.Endothelial.2,1
MeV.Endothelial.0,MeV.Endothelial.3,1
MeV.Endothelial.0,MeV.Pericytes.0,4
MeV.Endothelial.0,MeV.SMC.0,3
MeV.Endothelial.0,MeV.Epithelial.0,5
MeV.Endothelial.0,MeV.Fib.0,2
MeV.Endothelial.0,MeV.Fib.1,5
MeV.Endothelial.0,MeV.Fib.2,3
MeV.Endothelial.0,MeV.Fib.3,5
MeV.Endothelial.0,MeV.Fib.4,4
MeV.Endothelial.0,MeV.Fib.5,3
MeV.Endothelial.0,MeV.FibCollagen.0,4
MeV.Endothelial.0,MeV.FibCollagen.1,13
MeV.Endothelial.0,MeV.FibCollagen.2,3
MeV.Endothelial.0,MeV.FibCollagen.3,6
MeV.Endothelial.0,MeV.FibLaminin.0,4
MeV.Endothelial.0,MeV.VLMC.0,5
MeV.Endothelial.0,MeV.VLMC.1,7
MeV.Endothelial.0,Imm.Proliferative.0,4
MeV.Endothelial.0,MeV.FibProlif.0,6
MeV.Endothelial.1,Imm.M0Like.0,1
MeV.Endothelial.1,Imm.M0Like.1,1
MeV.Endothelial.1,Imm.M0Like.2,2
MeV.Endothelial.1,Imm.PVM.0,2
MeV.Endothelial.1,Imm.DAM.0,1
MeV.Endothelial.1,Neu.CSFcN.0,5
MeV.Endothelial.1,Neu.Epend.0,5
MeV.Endothelial.1,MeV.Endothelial.0,1
MeV.Endothelial.1,MeV.Endothelial.1,1
MeV.Endothelial.1,MeV.Pericytes.0,1
MeV.Endothelial.1,MeV.SMC.0,4
MeV.Endothelial.1,MeV.Epithelial.0,2
MeV.Endothelial.1,MeV.Fib.0,3
MeV.Endothelial.1,MeV.Fib.1,2
MeV.Endothelial.1,MeV.Fib.2,2
MeV.Endothelial.1,MeV.Fib.3,3
MeV.Endothelial.1,MeV.Fib.4,2
MeV.Endothelial.1,MeV.Fib.5,1
MeV.Endothelial.1,MeV.FibCollagen.0,3
MeV.Endothelial.1,MeV.FibCollagen.1,7
MeV.Endothelial.1,MeV.FibCollagen.2,1
MeV.Endothelial.1,MeV.FibCollagen.3,2
MeV.Endothelial.1,MeV.FibLaminin.0,2
MeV.Endothelial.1,MeV.VLMC.0,2
MeV.Endothelial.1,MeV.VLMC.1,1
MeV.Endothelial.1,Imm.Proliferative.0,1
MeV.Endothelial.1,MeV.FibProlif.0,1
MeV.Endothelial.2,Imm.M0Like.0,13
MeV.Endothelial.2,Imm.M0Like.1,4
MeV.Endothelial.2,Imm.M0Like.2,7
MeV.Endothelial.2,Imm.MHCII.0,3
MeV.Endothelial.2,Imm.PVM.0,5
MeV.Endothelial.2,Imm.Interferon.0,3
MeV.Endothelial.2,Imm.DAM.0,4
MeV.Endothelial.2,Imm.DAM.1,8
MeV.Endothelial.2,Neu.CSFcN.0,21
MeV.Endothelial.2,Neu.Epend.0,14
MeV.Endothelial.2,MeV.Endothelial.0,1
MeV.Endothelial.2,MeV.Endothelial.1,5
MeV.Endothelial.2,MeV.Endothelial.2,6
MeV.Endothelial.2,MeV.Endothelial.3,4
MeV.Endothelial.2,MeV.Pericytes.0,8
MeV.Endothelial.2,MeV.SMC.0,3
MeV.Endothelial.2,MeV.Epithelial.0,7
MeV.Endothelial.2,MeV.Fib.0,9
MeV.Endothelial.2,MeV.Fib.1,7
MeV.Endothelial.2,MeV.Fib.2,5
MeV.Endothelial.2,MeV.Fib.3,5
MeV.Endothelial.2,MeV.Fib.4,5
MeV.Endothelial.2,MeV.Fib.5,4
MeV.Endothelial.2,MeV.FibCollagen.0,4
MeV.Endothelial.2,MeV.FibCollagen.1,14
MeV.Endothelial.2,MeV.FibCollagen.2,4
MeV.Endothelial.2,MeV.FibCollagen.3,4
MeV.Endothelial.2,MeV.FibLaminin.0,14
MeV.Endothelial.2,MeV.VLMC.0,2
MeV.Endothelial.2,MeV.VLMC.1,4
MeV.Endothelial.2,Imm.Proliferative.0,6
MeV.Endothelial.2,MeV.FibProlif.0,4
MeV.Endothelial.3,Imm.M0Like.0,2
MeV.Endothelial.3,Imm.M0Like.1,4
MeV.Endothelial.3,Imm.M0Like.2,4
MeV.Endothelial.3,Imm.MHCII.0,1
MeV.Endothelial.3,Imm.Interferon.0,3
MeV.Endothelial.3,Imm.DAM.0,4
MeV.Endothelial.3,Imm.DAM.1,6
MeV.Endothelial.3,Neu.CSFcN.0,6
MeV.Endothelial.3,Neu.Epend.0,4
MeV.Endothelial.3,MeV.Endothelial.0,1
MeV.Endothelial.3,MeV.Endothelial.1,1
MeV.Endothelial.3,MeV.Endothelial.2,4
MeV.Endothelial.3,MeV.Endothelial.3,2
MeV.Endothelial.3,MeV.Pericytes.0,4
MeV.Endothelial.3,MeV.SMC.0,8
MeV.Endothelial.3,MeV.Epithelial.0,3
MeV.Endothelial.3,MeV.Fib.0,1
MeV.Endothelial.3,MeV.Fib.1,2
MeV.Endothelial.3,MeV.Fib.2,1
MeV.Endothelial.3,MeV.Fib.3,2
MeV.Endothelial.3,MeV.Fib.4,2
MeV.Endothelial.3,MeV.Fib.5,1
MeV.Endothelial.3,MeV.FibCollagen.0,1
MeV.Endothelial.3,MeV.FibCollagen.1,13
MeV.Endothelial.3,MeV.FibCollagen.2,2
MeV.Endothelial.3,MeV.FibCollagen.3,5
MeV.Endothelial.3,MeV.FibLaminin.0,3
MeV.Endothelial.3,MeV.VLMC.0,1
MeV.Endothelial.3,MeV.VLMC.1,4
MeV.Endothelial.3,Imm.Proliferative.0,2
MeV.Endothelial.3,MeV.FibProlif.0,1
MeV.Pericytes.0,Imm.M0Like.0,5
MeV.Pericytes.0,Imm.M0Like.1,5
MeV.Pericytes.0,Imm.M0Like.2,10
MeV.Pericytes.0,Imm.MHCII.0,3
MeV.Pericytes.0,Imm.PVM.0,9
MeV.Pericytes.0,Imm.Interferon.0,6
MeV.Pericytes.0,Imm.DAM.0,6
MeV.Pericytes.0,Imm.DAM.1,7
MeV.Pericytes.0,Neu.CSFcN.0,10
MeV.Pericytes.0,Neu.Epend.0,6
MeV.Pericytes.0,MeV.Endothelial.0,3
MeV.Pericytes.0,MeV.Endothelial.1,2
MeV.Pericytes.0,MeV.Endothelial.2,9
MeV.Pericytes.0,MeV.Endothelial.3,4
MeV.Pericytes.0,MeV.Pericytes.0,10
MeV.Pericytes.0,MeV.SMC.0,10
MeV.Pericytes.0,MeV.Epithelial.0,11
MeV.Pericytes.0,MeV.Fib.0,8
MeV.Pericytes.0,MeV.Fib.1,8
MeV.Pericytes.0,MeV.Fib.2,6
MeV.Pericytes.0,MeV.Fib.3,5
MeV.Pericytes.0,MeV.Fib.4,6
MeV.Pericytes.0,MeV.Fib.5,3
MeV.Pericytes.0,MeV.FibCollagen.0,8
MeV.Pericytes.0,MeV.FibCollagen.1,11
MeV.Pericytes.0,MeV.FibCollagen.2,3
MeV.Pericytes.0,MeV.FibCollagen.3,12
MeV.Pericytes.0,MeV.FibLaminin.0,10
MeV.Pericytes.0,MeV.VLMC.0,11
MeV.Pericytes.0,MeV.VLMC.1,11
MeV.Pericytes.0,Imm.Proliferative.0,4
MeV.Pericytes.0,MeV.FibProlif.0,11
MeV.SMC.0,Imm.M0Like.0,3
MeV.SMC.0,Imm.M0Like.1,2
MeV.SMC.0,Imm.M0Like.2,4
MeV.SMC.0,Imm.MHCII.0,4
MeV.SMC.0,Imm.PVM.0,3
MeV.SMC.0,Imm.Interferon.0,2
MeV.SMC.0,Imm.DAM.0,2
MeV.SMC.0,Imm.DAM.1,4
MeV.SMC.0,Neu.CSFcN.0,6
MeV.SMC.0,Neu.Epend.0,5
MeV.SMC.0,MeV.Endothelial.0,2
MeV.SMC.0,MeV.Endothelial.1,3
MeV.SMC.0,MeV.Endothelial.2,7
MeV.SMC.0,MeV.Endothelial.3,2
MeV.SMC.0,MeV.Pericytes.0,4
MeV.SMC.0,MeV.SMC.0,8
MeV.SMC.0,MeV.Epithelial.0,13
MeV.SMC.0,MeV.Fib.0,2
MeV.SMC.0,MeV.Fib.1,4
MeV.SMC.0,MeV.Fib.2,3
MeV.SMC.0,MeV.Fib.3,6
MeV.SMC.0,MeV.Fib.4,5
MeV.SMC.0,MeV.Fib.5,4
MeV.SMC.0,MeV.FibCollagen.0,11
MeV.SMC.0,MeV.FibCollagen.1,16
MeV.SMC.0,MeV.FibCollagen.2,2
MeV.SMC.0,MeV.FibCollagen.3,15
MeV.SMC.0,MeV.FibLaminin.0,4
MeV.SMC.0,MeV.VLMC.0,15
MeV.SMC.0,MeV.VLMC.1,12
MeV.SMC.0,Imm.Proliferative.0,3
MeV.SMC.0,MeV.FibProlif.0,11
MeV.Epithelial.0,Imm.M0Like.0,9
MeV.Epithelial.0,Imm.M0Like.1,6
MeV.Epithelial.0,Imm.M0Like.2,5
MeV.Epithelial.0,Imm.MHCII.0,4
MeV.Epithelial.0,Imm.PVM.0,6
MeV.Epithelial.0,Imm.Interferon.0,6
MeV.Epithelial.0,Imm.DAM.0,6
MeV.Epithelial.0,Imm.DAM.1,7
MeV.Epithelial.0,Neu.CSFcN.0,16
MeV.Epithelial.0,Neu.Epend.0,15
MeV.Epithelial.0,MeV.Endothelial.0,10
MeV.Epithelial.0,MeV.Endothelial.1,3
MeV.Epithelial.0,MeV.Endothelial.2,10
MeV.Epithelial.0,MeV.Endothelial.3,5
MeV.Epithelial.0,MeV.Pericytes.0,12
MeV.Epithelial.0,MeV.SMC.0,15
MeV.Epithelial.0,MeV.Epithelial.0,19
MeV.Epithelial.0,MeV.Fib.0,7
MeV.Epithelial.0,MeV.Fib.1,8
MeV.Epithelial.0,MeV.Fib.2,6
MeV.Epithelial.0,MeV.Fib.3,4
MeV.Epithelial.0,MeV.Fib.4,12
MeV.Epithelial.0,MeV.Fib.5,3
MeV.Epithelial.0,MeV.FibCollagen.0,14
MeV.Epithelial.0,MeV.FibCollagen.1,16
MeV.Epithelial.0,MeV.FibCollagen.2,4
MeV.Epithelial.0,MeV.FibCollagen.3,18
MeV.Epithelial.0,MeV.FibLaminin.0,6
MeV.Epithelial.0,MeV.VLMC.0,18
MeV.Epithelial.0,MeV.VLMC.1,15
MeV.Epithelial.0,Imm.Proliferative.0,5
MeV.Epithelial.0,MeV.FibProlif.0,11
MeV.Fib.0,Imm.M0Like.0,25
MeV.Fib.0,Imm.M0Like.1,8
MeV.Fib.0,Imm.M0Like.2,17
MeV.Fib.0,Imm.MHCII.0,8
MeV.Fib.0,Imm.PVM.0,13
MeV.Fib.0,Imm.Interferon.0,11
MeV.Fib.0,Imm.DAM.0,4
MeV.Fib.0,Imm.DAM.1,15
MeV.Fib.0,Neu.CSFcN.0,31
MeV.Fib.0,Neu.Epend.0,20
MeV.Fib.0,MeV.Endothelial.0,9
MeV.Fib.0,MeV.Endothelial.1,9
MeV.Fib.0,MeV.Endothelial.2,15
MeV.Fib.0,MeV.Endothelial.3,11
MeV.Fib.0,MeV.Pericytes.0,17
MeV.Fib.0,MeV.SMC.0,8
MeV.Fib.0,MeV.Epithelial.0,19
MeV.Fib.0,MeV.Fib.0,23
MeV.Fib.0,MeV.Fib.1,12
MeV.Fib.0,MeV.Fib.2,11
MeV.Fib.0,MeV.Fib.3,9
MeV.Fib.0,MeV.Fib.4,14
MeV.Fib.0,MeV.Fib.5,8
MeV.Fib.0,MeV.FibCollagen.0,9
MeV.Fib.0,MeV.FibCollagen.1,18
MeV.Fib.0,MeV.FibCollagen.2,4
MeV.Fib.0,MeV.FibCollagen.3,15
MeV.Fib.0,MeV.FibLaminin.0,21
MeV.Fib.0,MeV.VLMC.0,17
MeV.Fib.0,MeV.VLMC.1,15
MeV.Fib.0,Imm.Proliferative.0,5
MeV.Fib.0,MeV.FibProlif.0,17
MeV.Fib.1,Imm.M0Like.0,8
MeV.Fib.1,Imm.M0Like.1,9
MeV.Fib.1,Imm.M0Like.2,12
MeV.Fib.1,Imm.MHCII.0,5
MeV.Fib.1,Imm.PVM.0,9
MeV.Fib.1,Imm.Interferon.0,9
MeV.Fib.1,Imm.DAM.0,5
MeV.Fib.1,Imm.DAM.1,17
MeV.Fib.1,Neu.CSFcN.0,8
MeV.Fib.1,Neu.Epend.0,8
MeV.Fib.1,MeV.Endothelial.0,9
MeV.Fib.1,MeV.Endothelial.1,6
MeV.Fib.1,MeV.Endothelial.2,16
