gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Imm.DAM.0	Imm.DAM.1	Imm.Interferon.0	Imm.M0Like.0	Imm.M0Like.1	Imm.M0Like.2	Imm.MHCII.0	Imm.NA	Imm.PVM.0	Imm.Proliferative.0	MeV.ECM.0	MeV.ECM.1	MeV.ECM.2	MeV.EndoUnknowed.4	MeV.Endothelial.0	MeV.Endothelial.1	MeV.Endothelial.2	MeV.Endothelial.3	MeV.EpithelialECad.0	MeV.Fib.0	MeV.Fib.1	MeV.Fib.2	MeV.Fib.3	MeV.Fib.4	MeV.Fib.5	MeV.Fib.6	MeV.FibCD34.7	MeV.FibProlif.0	MeV.FibUnknown.8	MeV.ImmuneDoublets.0	MeV.LowQuality.0	MeV.NA	MeV.Pericytes.0	MeV.SMC.0	MeV.VLMC.0	MeV.VLMC.1	Neu.CSFcN.0	Neu.Epend.0
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Desmosterol_byDHCR7	CPI-CS086D3E39F	DHCR7	0.0	0.0	0.0095	0.0111	0.0043	0.0065	0.0052	0.0	0.0112	0.0216	0.0054	0.0053	0.0006	0.0	0.0011	0.0108	0.0087	0.0092	0.0212	0.0047	0.0006	0.001	0.0064	0.0027	0.0049	0.0	0.0	0.0143	0.0	0.0	0.0033	0.0	0.0098	0.0008	0.0073	0.0039	0.0566	0.0027
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Desmosterol_byDHCR7	CPI-CS0DC57DE37	DHCR7	0.0	0.0	0.0095	0.0111	0.0043	0.0065	0.0052	0.0	0.0112	0.0216	0.0054	0.0053	0.0006	0.0	0.0011	0.0108	0.0087	0.0092	0.0212	0.0047	0.0006	0.001	0.0064	0.0027	0.0049	0.0	0.0	0.0143	0.0	0.0	0.0033	0.0	0.0098	0.0008	0.0073	0.0039	0.0566	0.0027
PTGR1	Q14914	True	PTGR1_HUMAN	12oxoLeukotrieneB4_byPTGR1	CPI-CS0A5B6BD7A	PTGR1	0.0	0.0012	0.022	0.0029	0.0076	0.0035	0.0	0.0	0.0091	0.0	0.0	0.0012	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.009	0.0038	0.0093	0.0089	0.0027	0.0	0.0054	0.0149	0.0366	0.0	0.0	0.0	0.0	0.0	0.0114	0.0038	0.0033	0.0	0.0
PTGR1	Q14914	True	PTGR1_HUMAN	12oxoLeukotrieneB4_byPTGR1	CPI-CS04A56D5BE	PTGR1	0.0	0.0012	0.022	0.0029	0.0076	0.0035	0.0	0.0	0.0091	0.0	0.0	0.0012	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.009	0.0038	0.0093	0.0089	0.0027	0.0	0.0054	0.0149	0.0366	0.0	0.0	0.0	0.0	0.0	0.0114	0.0038	0.0033	0.0	0.0
CYP11A1	P05108	True	CP11A_HUMAN	22Hydroxycholesterol_byCYP11A1	CPI-CS08D535BCF	CYP11A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1e-04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DAGLA	Q9Y4D2	True	DGLA_HUMAN	2arachidonoylglycerol_byDAGLA	CPI-CS045C37E64	DAGLA	0.0618	0.0591	0.1016	0.0683	0.0766	0.08	0.0223	0.0	0.0423	0.0361	0.0338	0.0448	0.0888	0.0274	0.0178	0.0055	0.0133	0.0305	0.0406	0.0707	0.0648	0.0362	0.0451	0.0374	0.0236	0.0178	0.0838	0.0603	0.0357	0.0391	0.0162	0.0443	0.0434	0.0152	0.037	0.0764	0.0699	0.0242
DAGLB	Q8NCG7	True	DGLB_HUMAN	2arachidonoylglycerol_byDAGLB	CPI-CS01F7D06F1	DAGLB	0.1718	0.1432	0.1514	0.1412	0.2177	0.1794	0.1547	0.1763	0.1038	0.0633	0.0185	0.0165	0.0171	0.0447	0.0181	0.0118	0.0216	0.0277	0.0313	0.0227	0.0187	0.0299	0.0392	0.0209	0.0154	0.0311	0.0483	0.0553	0.0157	0.1315	0.0232	0.0	0.007	0.012	0.0432	0.0391	0.0427	0.0581
DHRS9	Q9BPW9	True	DHRS9_HUMAN	5alphaDihydroprogesterone_byDHRS9	CPI-CS072C12EF4	DHRS9	0.0	0.0088	0.0	0.0021	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CC0067AC6C9	CHAT	0.0	0.0036	0.0	0.0052	0.0	0.0065	0.0	0.0	0.0	0.0	0.0095	0.0	0.0013	0.0	0.0014	0.0062	0.0019	0.0	0.0	0.0015	0.0	0.0021	0.0012	0.0	0.0072	0.0	0.0	0.017	0.0	0.0	0.0074	0.0	0.0022	0.0	0.0023	0.0	0.003	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CC0253C0919	CHAT	0.0	0.0036	0.0	0.0052	0.0	0.0065	0.0	0.0	0.0	0.0	0.0095	0.0	0.0013	0.0	0.0014	0.0062	0.0019	0.0	0.0	0.0015	0.0	0.0021	0.0012	0.0	0.0072	0.0	0.0	0.017	0.0	0.0	0.0074	0.0	0.0022	0.0	0.0023	0.0	0.003	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CC034FE836A	CHAT	0.0	0.0036	0.0	0.0052	0.0	0.0065	0.0	0.0	0.0	0.0	0.0095	0.0	0.0013	0.0	0.0014	0.0062	0.0019	0.0	0.0	0.0015	0.0	0.0021	0.0012	0.0	0.0072	0.0	0.0	0.017	0.0	0.0	0.0074	0.0	0.0022	0.0	0.0023	0.0	0.003	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS063516AC0	CHAT	0.0	0.0036	0.0	0.0052	0.0	0.0065	0.0	0.0	0.0	0.0	0.0095	0.0	0.0013	0.0	0.0014	0.0062	0.0019	0.0	0.0	0.0015	0.0	0.0021	0.0012	0.0	0.0072	0.0	0.0	0.017	0.0	0.0	0.0074	0.0	0.0022	0.0	0.0023	0.0	0.003	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS0C5C5E217	CHAT	0.0	0.0036	0.0	0.0052	0.0	0.0065	0.0	0.0	0.0	0.0	0.0095	0.0	0.0013	0.0	0.0014	0.0062	0.0019	0.0	0.0	0.0015	0.0	0.0021	0.0012	0.0	0.0072	0.0	0.0	0.017	0.0	0.0	0.0074	0.0	0.0022	0.0	0.0023	0.0	0.003	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS07EEAD824	CHAT	0.0	0.0036	0.0	0.0052	0.0	0.0065	0.0	0.0	0.0	0.0	0.0095	0.0	0.0013	0.0	0.0014	0.0062	0.0019	0.0	0.0	0.0015	0.0	0.0021	0.0012	0.0	0.0072	0.0	0.0	0.017	0.0	0.0	0.0074	0.0	0.0022	0.0	0.0023	0.0	0.003	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS09DCE99A5	CHAT	0.0	0.0036	0.0	0.0052	0.0	0.0065	0.0	0.0	0.0	0.0	0.0095	0.0	0.0013	0.0	0.0014	0.0062	0.0019	0.0	0.0	0.0015	0.0	0.0021	0.0012	0.0	0.0072	0.0	0.0	0.017	0.0	0.0	0.0074	0.0	0.0022	0.0	0.0023	0.0	0.003	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS088613CD3	CHAT	0.0	0.0036	0.0	0.0052	0.0	0.0065	0.0	0.0	0.0	0.0	0.0095	0.0	0.0013	0.0	0.0014	0.0062	0.0019	0.0	0.0	0.0015	0.0	0.0021	0.0012	0.0	0.0072	0.0	0.0	0.017	0.0	0.0	0.0074	0.0	0.0022	0.0	0.0023	0.0	0.003	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS08ED696DC	CHAT	0.0	0.0036	0.0	0.0052	0.0	0.0065	0.0	0.0	0.0	0.0	0.0095	0.0	0.0013	0.0	0.0014	0.0062	0.0019	0.0	0.0	0.0015	0.0	0.0021	0.0012	0.0	0.0072	0.0	0.0	0.017	0.0	0.0	0.0074	0.0	0.0022	0.0	0.0023	0.0	0.003	0.0
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0AFC21177	INHBA	0.0	0.0003	0.0	0.0022	0.0	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0078	0.0024	0.0	0.003	0.0189	0.0	0.0037	0.0	0.0	0.0026	0.0	0.0109	0.0	0.0033	0.0	0.0107	0.0036	0.0038	0.01
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC028D7588F	INHBA	0.0	0.0003	0.0	0.0022	0.0	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0078	0.0024	0.0	0.003	0.0189	0.0	0.0037	0.0	0.0	0.0026	0.0	0.0109	0.0	0.0033	0.0	0.0107	0.0036	0.0038	0.01
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0288FD89F	INHBA	0.0	0.0003	0.0	0.0022	0.0	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0078	0.0024	0.0	0.003	0.0189	0.0	0.0037	0.0	0.0	0.0026	0.0	0.0109	0.0	0.0033	0.0	0.0107	0.0036	0.0038	0.01
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0E6BCEC26	INHBA	0.0	0.0003	0.0	0.0022	0.0	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0078	0.0024	0.0	0.003	0.0189	0.0	0.0037	0.0	0.0	0.0026	0.0	0.0109	0.0	0.0033	0.0	0.0107	0.0036	0.0038	0.01
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0021FE823	INHBA	0.0	0.0003	0.0	0.0022	0.0	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0078	0.0024	0.0	0.003	0.0189	0.0	0.0037	0.0	0.0	0.0026	0.0	0.0109	0.0	0.0033	0.0	0.0107	0.0036	0.0038	0.01
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC00485C63D	INHBA	0.0	0.0003	0.0	0.0022	0.0	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0078	0.0024	0.0	0.003	0.0189	0.0	0.0037	0.0	0.0	0.0026	0.0	0.0109	0.0	0.0033	0.0	0.0107	0.0036	0.0038	0.01
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0AFC21177	INHBB	0.0	0.0003	0.0	0.0022	0.0	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0078	0.0024	0.0	0.003	0.0189	0.0	0.0037	0.0	0.0	0.0026	0.0	0.0109	0.0	0.0033	0.0	0.0107	0.0036	0.0038	0.01
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC028D7588F	INHBB	0.0	0.0003	0.0	0.0022	0.0	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0078	0.0024	0.0	0.003	0.0189	0.0	0.0037	0.0	0.0	0.0026	0.0	0.0109	0.0	0.0033	0.0	0.0107	0.0036	0.0038	0.01
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0288FD89F	INHBB	0.0	0.0003	0.0	0.0022	0.0	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0078	0.0024	0.0	0.003	0.0189	0.0	0.0037	0.0	0.0	0.0026	0.0	0.0109	0.0	0.0033	0.0	0.0107	0.0036	0.0038	0.01
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0E6BCEC26	INHBB	0.0	0.0003	0.0	0.0022	0.0	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0078	0.0024	0.0	0.003	0.0189	0.0	0.0037	0.0	0.0	0.0026	0.0	0.0109	0.0	0.0033	0.0	0.0107	0.0036	0.0038	0.01
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0021FE823	INHBB	0.0	0.0003	0.0	0.0022	0.0	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0078	0.0024	0.0	0.003	0.0189	0.0	0.0037	0.0	0.0	0.0026	0.0	0.0109	0.0	0.0033	0.0	0.0107	0.0036	0.0038	0.01
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC00485C63D	INHBB	0.0	0.0003	0.0	0.0022	0.0	0.0	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0078	0.0024	0.0	0.003	0.0189	0.0	0.0037	0.0	0.0	0.0026	0.0	0.0109	0.0	0.0033	0.0	0.0107	0.0036	0.0038	0.01
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC07611BF54	INHBA	0.0	0.0	0.0	0.0004	0.0035	0.0036	0.0	0.0	0.0	0.0	0.0028	0.001	0.0	0.0	0.0	0.0	0.0	0.0028	0.0025	0.0076	0.0045	0.0052	0.0003	0.0048	0.0	0.0026	0.0	0.0	0.0025	0.0	0.0061	0.0	0.002	0.0	0.0034	0.0054	0.0131	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC07323E253	INHBA	0.0	0.0	0.0	0.0004	0.0035	0.0036	0.0	0.0	0.0	0.0	0.0028	0.001	0.0	0.0	0.0	0.0	0.0	0.0028	0.0025	0.0076	0.0045	0.0052	0.0003	0.0048	0.0	0.0026	0.0	0.0	0.0025	0.0	0.0061	0.0	0.002	0.0	0.0034	0.0054	0.0131	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0FA8B4931	INHBA	0.0	0.0	0.0	0.0004	0.0035	0.0036	0.0	0.0	0.0	0.0	0.0028	0.001	0.0	0.0	0.0	0.0	0.0	0.0028	0.0025	0.0076	0.0045	0.0052	0.0003	0.0048	0.0	0.0026	0.0	0.0	0.0025	0.0	0.0061	0.0	0.002	0.0	0.0034	0.0054	0.0131	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC04553E312	INHBA	0.0	0.0	0.0	0.0004	0.0035	0.0036	0.0	0.0	0.0	0.0	0.0028	0.001	0.0	0.0	0.0	0.0	0.0	0.0028	0.0025	0.0076	0.0045	0.0052	0.0003	0.0048	0.0	0.0026	0.0	0.0	0.0025	0.0	0.0061	0.0	0.002	0.0	0.0034	0.0054	0.0131	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0BDA1C176	INHBA	0.0	0.0	0.0	0.0004	0.0035	0.0036	0.0	0.0	0.0	0.0	0.0028	0.001	0.0	0.0	0.0	0.0	0.0	0.0028	0.0025	0.0076	0.0045	0.0052	0.0003	0.0048	0.0	0.0026	0.0	0.0	0.0025	0.0	0.0061	0.0	0.002	0.0	0.0034	0.0054	0.0131	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0C1E0C4B7	INHBA	0.0	0.0	0.0	0.0004	0.0035	0.0036	0.0	0.0	0.0	0.0	0.0028	0.001	0.0	0.0	0.0	0.0	0.0	0.0028	0.0025	0.0076	0.0045	0.0052	0.0003	0.0048	0.0	0.0026	0.0	0.0	0.0025	0.0	0.0061	0.0	0.002	0.0	0.0034	0.0054	0.0131	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC07611BF54	INHA	0.0	0.0	0.0	0.0004	0.0035	0.0036	0.0	0.0	0.0	0.0	0.0028	0.001	0.0	0.0	0.0	0.0	0.0	0.0028	0.0025	0.0076	0.0045	0.0052	0.0003	0.0048	0.0	0.0026	0.0	0.0	0.0025	0.0	0.0061	0.0	0.002	0.0	0.0034	0.0054	0.0131	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC07323E253	INHA	0.0	0.0	0.0	0.0004	0.0035	0.0036	0.0	0.0	0.0	0.0	0.0028	0.001	0.0	0.0	0.0	0.0	0.0	0.0028	0.0025	0.0076	0.0045	0.0052	0.0003	0.0048	0.0	0.0026	0.0	0.0	0.0025	0.0	0.0061	0.0	0.002	0.0	0.0034	0.0054	0.0131	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0FA8B4931	INHA	0.0	0.0	0.0	0.0004	0.0035	0.0036	0.0	0.0	0.0	0.0	0.0028	0.001	0.0	0.0	0.0	0.0	0.0	0.0028	0.0025	0.0076	0.0045	0.0052	0.0003	0.0048	0.0	0.0026	0.0	0.0	0.0025	0.0	0.0061	0.0	0.002	0.0	0.0034	0.0054	0.0131	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC04553E312	INHA	0.0	0.0	0.0	0.0004	0.0035	0.0036	0.0	0.0	0.0	0.0	0.0028	0.001	0.0	0.0	0.0	0.0	0.0	0.0028	0.0025	0.0076	0.0045	0.0052	0.0003	0.0048	0.0	0.0026	0.0	0.0	0.0025	0.0	0.0061	0.0	0.002	0.0	0.0034	0.0054	0.0131	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0BDA1C176	INHA	0.0	0.0	0.0	0.0004	0.0035	0.0036	0.0	0.0	0.0	0.0	0.0028	0.001	0.0	0.0	0.0	0.0	0.0	0.0028	0.0025	0.0076	0.0045	0.0052	0.0003	0.0048	0.0	0.0026	0.0	0.0	0.0025	0.0	0.0061	0.0	0.002	0.0	0.0034	0.0054	0.0131	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0C1E0C4B7	INHA	0.0	0.0	0.0	0.0004	0.0035	0.0036	0.0	0.0	0.0	0.0	0.0028	0.001	0.0	0.0	0.0	0.0	0.0	0.0028	0.0025	0.0076	0.0045	0.0052	0.0003	0.0048	0.0	0.0026	0.0	0.0	0.0025	0.0	0.0061	0.0	0.002	0.0	0.0034	0.0054	0.0131	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0AD71E0D3	INHBB	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0076	0.0024	0.0	0.0003	0.0048	0.0	0.0026	0.0077	0.0	0.0025	0.0	0.0061	0.0	0.002	0.0	0.0034	0.0036	0.0038	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0300AB2DF	INHBB	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0076	0.0024	0.0	0.0003	0.0048	0.0	0.0026	0.0077	0.0	0.0025	0.0	0.0061	0.0	0.002	0.0	0.0034	0.0036	0.0038	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC02D192370	INHBB	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0076	0.0024	0.0	0.0003	0.0048	0.0	0.0026	0.0077	0.0	0.0025	0.0	0.0061	0.0	0.002	0.0	0.0034	0.0036	0.0038	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC057B323A5	INHBB	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0076	0.0024	0.0	0.0003	0.0048	0.0	0.0026	0.0077	0.0	0.0025	0.0	0.0061	0.0	0.002	0.0	0.0034	0.0036	0.0038	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC08375F742	INHBB	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0076	0.0024	0.0	0.0003	0.0048	0.0	0.0026	0.0077	0.0	0.0025	0.0	0.0061	0.0	0.002	0.0	0.0034	0.0036	0.0038	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0E62974F4	INHBB	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0076	0.0024	0.0	0.0003	0.0048	0.0	0.0026	0.0077	0.0	0.0025	0.0	0.0061	0.0	0.002	0.0	0.0034	0.0036	0.0038	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC0AD71E0D3	INHA	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0076	0.0024	0.0	0.0003	0.0048	0.0	0.0026	0.0077	0.0	0.0025	0.0	0.0061	0.0	0.002	0.0	0.0034	0.0036	0.0038	0.0
