MeV.1.4.1.index	MeV.1.4.1.Term	MeV.1.4.1.NES	MeV.1.4.1.FDR q-val	MeV.1.4.11.index	MeV.1.4.11.Term	MeV.1.4.11.NES	MeV.1.4.11.FDR q-val	MeV.1.4.12.index	MeV.1.4.12.Term	MeV.1.4.12.NES	MeV.1.4.12.FDR q-val	MeV.1.4.13.index	MeV.1.4.13.Term	MeV.1.4.13.NES	MeV.1.4.13.FDR q-val	MeV.1.4.15.index	MeV.1.4.15.Term	MeV.1.4.15.NES	MeV.1.4.15.FDR q-val	MeV.1.4.2.index	MeV.1.4.2.Term	MeV.1.4.2.NES	MeV.1.4.2.FDR q-val	MeV.1.4.20.index	MeV.1.4.20.Term	MeV.1.4.20.NES	MeV.1.4.20.FDR q-val	MeV.1.4.21.index	MeV.1.4.21.Term	MeV.1.4.21.NES	MeV.1.4.21.FDR q-val	MeV.1.4.4.index	MeV.1.4.4.Term	MeV.1.4.4.NES	MeV.1.4.4.FDR q-val	MeV.1.4.5.index	MeV.1.4.5.Term	MeV.1.4.5.NES	MeV.1.4.5.FDR q-val	MeV.1.4.6.index	MeV.1.4.6.Term	MeV.1.4.6.NES	MeV.1.4.6.FDR q-val	MeV.1.4.7.index	MeV.1.4.7.Term	MeV.1.4.7.NES	MeV.1.4.7.FDR q-val	MeV.1.4.8.index	MeV.1.4.8.Term	MeV.1.4.8.NES	MeV.1.4.8.FDR q-val	MeV.2.1.index	MeV.2.1.Term	MeV.2.1.NES	MeV.2.1.FDR q-val	MeV.2.8.index	MeV.2.8.Term	MeV.2.8.NES	MeV.2.8.FDR q-val	MeV.3.17.index	MeV.3.17.Term	MeV.3.17.NES	MeV.3.17.FDR q-val	MeV.3.30.index	MeV.3.30.Term	MeV.3.30.NES	MeV.3.30.FDR q-val	MeV.4.1.index	MeV.4.1.Term	MeV.4.1.NES	MeV.4.1.FDR q-val	MeV.4.12.index	MeV.4.12.Term	MeV.4.12.NES	MeV.4.12.FDR q-val	MeV.4.21.index	MeV.4.21.Term	MeV.4.21.NES	MeV.4.21.FDR q-val	MeV.4.26.index	MeV.4.26.Term	MeV.4.26.NES	MeV.4.26.FDR q-val	MeV.4.30.index	MeV.4.30.Term	MeV.4.30.NES	MeV.4.30.FDR q-val	MeV.4.31.index	MeV.4.31.Term	MeV.4.31.NES	MeV.4.31.FDR q-val	MeV.4.4.index	MeV.4.4.Term	MeV.4.4.NES	MeV.4.4.FDR q-val
10.0	negative regulation of glucose transmembrane transport (GO:0010829)	-1.8997652890034031	0.037516260423433	10.0	regulation of endothelial cell apoptotic process (GO:2000351)	-1.847855545675236	0.0407591268670349	10.0	regulation of complement activation (GO:0030449)	1.9674521456890597	0.0097535173128875					10.0	regulation of postsynaptic membrane potential (GO:0060078)	2.203439701622724	0.0002871544002054	10.0	presynapse assembly (GO:0099054)	2.230864257338585	0.0002980313673498	10.0	positive regulation of potassium ion transmembrane transporter activity (GO:1901018)	-2.046166075972089	0.0221995324728826	10	negative regulation of T cell activation (GO:0050868)	1.9477756570123348	0.0002791682131166	10.0	regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844)	-1.9135497169972224	0.0223292770813346	10.0	embryonic skeletal system development (GO:0048706)	-2.151228879141017	0.0049033193340013	10.0	response to zinc ion (GO:0010043)	-1.9187051351293851	0.0214314111507389	10.0	ribosome assembly (GO:0042255)	-1.926698135189936	0.0174899583416377	10.0	ribosome biogenesis (GO:0042254)	2.3905257467279317	0.0	10.0	ribosomal small subunit assembly (GO:0000028)	-1.9155657432881965	0.0249833247899579	10.0	regulation of exocytosis (GO:0017157)	-2.0015975812883635	0.0208341459695251	10.0	embryonic appendage morphogenesis (GO:0035113)	-2.008142159601027	0.0220513419606719	10.0	chromosome condensation (GO:0030261)	2.045966882176584	0.0	10.0	bone development (GO:0060348)	-2.109277450769511	0.0022375626735199																	10.0	muscle cell differentiation (GO:0042692)	2.051953226365636	0.007584933986992				
11.0	negative regulation of peptidase activity (GO:0010466)	-1.899827891995171	0.0401959933108211	11.0	regulation of systemic arterial blood pressure by hormone (GO:0001990)	-1.8480689296732544	0.041216012192277	11.0	negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124)	1.9633558933047035	0.0100476710096254					11.0	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	2.2006631247740485	0.000263224866855	11.0	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)	2.204881325974576	0.0004917517561272	11.0	cellular potassium ion homeostasis (GO:0030007)	-2.062510318872887	0.0220114008417565	11	regulation of phagocytosis (GO:0050764)	1.946299687182724	0.0003412055938091	11.0	dendrite self-avoidance (GO:0070593)	-1.91842579283067	0.0216708176227958					11.0	ribosomal small subunit biogenesis (GO:0042274)	-1.9231171166234735	0.0208834760057111	11.0	cellular macromolecule biosynthetic process (GO:0034645)	-1.9462308367573928	0.0134151420260367	11.0	ncRNA processing (GO:0034470)	2.367030659808772	0.0	11.0	negative regulation of growth (GO:0045926)	-1.915822950594395	0.0257892384928598	11.0	translation (GO:0006412)	-2.0761054324510786	0.006057695609	11.0	positive regulation of smooth muscle cell migration (GO:0014911)	-2.027597083397513	0.0178345422468456	11.0	mitotic spindle assembly (GO:0090307)	2.043587595393841	0.0	11.0	cotranslational protein targeting to membrane (GO:0006613)	-2.1330287721899603	0.0014917084490132																	11.0	skeletal muscle tissue development (GO:0007519)	2.0396580052790503	0.0090157914973586				
12.0	membrane depolarization during action potential (GO:0086010)	-1.9013249416665967	0.0418893500564864	12.0	positive regulation of glial cell differentiation (GO:0045687)	-1.85038818114709	0.0408795303622527	12.0	negative regulation of fat cell differentiation (GO:0045599)	1.948749382073993	0.0135191609933943					12.0	regulation of NMDA receptor activity (GO:2000310)	2.1539498692316155	0.0008504188006085	12.0	regulation of synaptic transmission, glutamatergic (GO:0051966)	2.1618930214573364	0.0018661348694059	12.0	cell communication by electrical coupling involved in cardiac conduction (GO:0086064)	-2.0684837566414638	0.0372500629629725	12	B cell receptor signaling pathway (GO:0050853)	1.944113026420492	0.00031495900967	12.0	anterograde trans-synaptic signaling (GO:0098916)	-1.9201559241099704	0.0222882198342715					12.0	glomerular visceral epithelial cell differentiation (GO:0072112)	-1.9345135948914531	0.0180618482414897	12.0	chloride transmembrane transport (GO:1902476)	-1.949031700790712	0.0130246805117654	12.0	cellular macromolecule biosynthetic process (GO:0034645)	2.362267855373298	0.0	12.0	gene expression (GO:0010467)	-1.916822520627315	0.0264582583183303	12.0	porphyrin-containing compound catabolic process (GO:0006787)	-2.155955984787417	0.0017037268900312	12.0	regulation of tube diameter (GO:0035296)	-2.060377918275545	0.0114684690116747	12.0	mitotic cytokinesis (GO:0000281)	2.036329498955103	0.0	12.0	SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	-2.181166726976928	0.0005593906683799																	12.0	cardiac muscle cell differentiation (GO:0055007)	2.036628637703076	0.0091686015227375				
13.0	regulation of insulin-like growth factor receptor signaling pathway (GO:0043567)	-1.92206056536712	0.0316676026999091	13.0	negative regulation of cell migration involved in sprouting angiogenesis (GO:0090051)	-1.852807825581864	0.0404546351676445	13.0	response to peptide (GO:1901652)	1.9446238430239955	0.0137212746959534					13.0	modulation of chemical synaptic transmission (GO:0050804)	2.151872629073531	0.000789674600565	13.0	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339)	2.158576732460316	0.0017796730221748					13	dendritic cell differentiation (GO:0097028)	1.9439444809843984	0.0002924619375507	13.0	neuron development (GO:0048666)	-1.923535943195444	0.0224814304086862					13.0	regulation of substrate adhesion-dependent cell spreading (GO:1900024)	-1.959158045177712	0.0119854857158034	13.0	signal release from synapse (GO:0099643)	-1.9540644358410968	0.0125265321909787	13.0	ribosome assembly (GO:0042255)	2.2570769175233143	0.0	13.0	ribosomal small subunit biogenesis (GO:0042274)	-1.9277877753820896	0.0231506473708534	13.0	heme catabolic process (GO:0042167)	-2.155955984787417	0.0017037268900312	13.0	vascular process in circulatory system (GO:0003018)	-2.060377918275545	0.0114684690116747	13.0	CENP-A containing nucleosome assembly (GO:0034080)	2.035085198113822	0.0	13.0	cytoplasmic translation (GO:0002181)	-2.199552348177816	0.0																	13.0	smooth muscle contraction (GO:0006939)	2.036228112832156	0.0087101714466007				
14.0	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion (GO:0010881)	-1.9498566250647105	0.0215708855276458	14.0	vascular endothelial growth factor receptor signaling pathway (GO:0048010)	-1.854159584427725	0.0403534010046285	14.0	positive regulation of vascular endothelial growth factor production (GO:0010575)	1.9404733457954708	0.0138283201013828					14.0	neurotransmitter secretion (GO:0007269)	2.150180092785712	0.000789674600565	14.0	regulation of synapse assembly (GO:0051963)	2.130419207570774	0.0027538098343126					14	positive regulation of interferon-gamma production (GO:0032729)	1.933860315230976	0.0003412055938091	14.0	angiogenesis involved in wound healing (GO:0060055)	-1.92365299661647	0.0237545500865262					14.0	epithelial tube morphogenesis (GO:0060562)	-1.9661366424672548	0.0110523386984961	14.0	inorganic anion transmembrane transport (GO:0098661)	-1.957193870401668	0.0124421756812912	14.0	cellular protein metabolic process (GO:0044267)	2.2462259908787883	0.0	14.0	regulation of response to cytokine stimulus (GO:0060759)	-1.949639633615735	0.0170742362758265	14.0	peptide biosynthetic process (GO:0043043)	-2.271767251369574	0.000324519407625	14.0	muscle cell development (GO:0055001)	-2.071890556872254	0.0114064772872873	14.0	CENP-A containing chromatin organization (GO:0061641)	2.035085198113822	0.0																					14.0	regulation of heart contraction (GO:0008016)	2.010421202262055	0.0148531344668348				
15.0	regulation of striated muscle contraction (GO:0006942)	-1.9704890020879196	0.0169095907239706	15.0	negative regulation of angiogenesis (GO:0016525)	-1.8558816942816283	0.0398663967264363	15.0	endoderm formation (GO:0001706)	1.935049232040502	0.0144967456727858					15.0	peptide biosynthetic process (GO:0043043)	2.1339868284836547	0.000937738588171	15.0	positive regulation of nervous system development (GO:0051962)	2.12315803671434	0.0028275725977317					15	regulation of immunoglobulin production (GO:0002637)	1.9303204178738032	0.0004478323418745	15.0	regulation of cell communication by electrical coupling (GO:0010649)	-1.928387761099728	0.0237193581604721					15.0	ribosome assembly (GO:0042255)	-1.9747073831399915	0.0094262170957269	15.0	regulation of cell communication by electrical coupling (GO:0010649)	-1.9575519265172965	0.0126260160245052	15.0	gene expression (GO:0010467)	2.220867016701095	0.0	15.0	cellular response to cadmium ion (GO:0071276)	-1.9550163140985957	0.0159274817926548	15.0	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	-2.329504010708588	0.0	15.0	dopamine metabolic process (GO:0042417)	-2.078897937260685	0.0107452322271547	15.0	cytoskeleton-dependent cytokinesis (GO:0061640)	2.0300427585208727	0.0																					15.0	muscle organ development (GO:0007517)	2.006791836701621	0.0153001037910683				
16.0	glycosaminoglycan catabolic process (GO:0006027)	-1.9912125743544768	0.0123235965849726	16.0	positive regulation of phosphate metabolic process (GO:0045937)	-1.859780233267828	0.0385657701470181	16.0	regulation of vascular endothelial growth factor production (GO:0010574)	1.934586892890512	0.0137642073451898					16.0	synapse assembly (GO:0007416)	2.1212706932133583	0.0011612861773016	16.0	neuropeptide signaling pathway (GO:0007218)	2.122034563211753	0.0028926573889838					16	B cell activation (GO:0042113)	1.928549794441814	0.0004214892629407	16.0	positive regulation of interleukin-2 production (GO:0032743)	-1.9385109352908432	0.0201348091209603					16.0	response to progesterone (GO:0032570)	-1.9759697501991011	0.0096096253136674	16.0	regulation of neurotransmitter receptor activity (GO:0099601)	-1.9580093107154652	0.0129460811160354	16.0	ribosomal small subunit biogenesis (GO:0042274)	2.184498399994418	0.0	16.0	negative regulation of actin filament polymerization (GO:0030837)	-1.958328755972501	0.0153523589333251	16.0	cytoplasmic translation (GO:0002181)	-2.337299081208687	0.0	16.0	regulation of cell junction assembly (GO:1901888)	-2.130197347651024	0.0049593379509945	16.0	mitotic metaphase plate congression (GO:0007080)	2.025002919358504	0.0																					16.0	calcium ion transport into cytosol (GO:0060402)	2.005012623851771	0.0148854942369151				
17.0	negative regulation of signal transduction in absence of ligand (GO:1901099)	-2.04225700552432	0.0042046697364711	17.0	endoderm formation (GO:0001706)	-1.866881054883934	0.0356213087292621	17.0	regulation of T cell proliferation (GO:0042129)	1.9131919662184804	0.0221389361229035					17.0	signal release from synapse (GO:0099643)	2.1059929874669248	0.0014038659565601	17.0	regulation of cation channel activity (GO:2001257)	2.115101686314909	0.0029869365927729					17	regulation of T cell receptor signaling pathway (GO:0050856)	1.928439464337637	0.0003980731927773	17.0	regulation of endothelial cell proliferation (GO:0001936)	-1.9442684533910328	0.0191660643433168					17.0	cellular macromolecule biosynthetic process (GO:0034645)	-1.9941344257267812	0.0070240520939126	17.0	angiogenesis involved in wound healing (GO:0060055)	-1.9593199884632684	0.0129314229625979	17.0	response to copper ion (GO:0046688)	2.168175584643787	0.0	17.0	negative regulation of vascular permeability (GO:0043116)	-1.9654073511532684	0.0139992398479695	17.0	cotranslational protein targeting to membrane (GO:0006613)	-2.3565130599960487	0.0	17.0	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	-2.191242266075273	0.0012398344877486	17.0	positive regulation of cytokinesis (GO:0032467)	1.9977860817579276	0.0002765184738998																					17.0	regulation of cation channel activity (GO:2001257)	1.9880044978482196	0.0210877835022964				
18.0	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240)	-2.04225700552432	0.0042046697364711	18.0	regulation of mononuclear cell migration (GO:0071675)	-1.8673011889198756	0.0360035844981702	18.0	positive regulation of myeloid leukocyte differentiation (GO:0002763)	1.9104266213957104	0.0228559866855886					18.0	response to zinc ion (GO:0010043)	2.101970116589358	0.0015793492011301	18.0	calcium ion transport into cytosol (GO:0060402)	2.085616907406356	0.0047622275330218					18	granulocyte chemotaxis (GO:0071621)	1.9282862785788764	0.0003771219721048	18.0	nuclear-transcribed mRNA catabolic process (GO:0000956)	-2.0331698138206127	0.0044869705718994					18.0	cellular response to zinc ion (GO:0071294)	-2.0071213009391564	0.0053986031131158	18.0	cellular response to zinc ion (GO:0071294)	-1.998874862725735	0.0066243505289859	18.0	response to cadmium ion (GO:0046686)	2.1526547041678583	0.0	18.0	cellular zinc ion homeostasis (GO:0006882)	-1.9748398091810693	0.0118185303727412	18.0	SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	-2.4058135516068035	0.0	18.0	cellular response to vascular endothelial growth factor stimulus (GO:0035924)	-2.2412739301586715	0.0002066390812914	18.0	DNA replication (GO:0006260)	1.9954771985538329	0.0003056256816787																					18.0	regulation of muscle contraction (GO:0006937)	1.9696095371845692	0.0322831285195339				
19.0	regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882)	-2.0474298128646216	0.0051516674248656	19.0	positive regulation of focal adhesion assembly (GO:0051894)	-1.869268272885503	0.0358183296320262	19.0	response to UV-A (GO:0070141)	1.9045208257690431	0.0259536451163884					19.0	cellular response to zinc ion (GO:0071294)	2.0910225129959703	0.0018162515812997	19.0	regulation of trans-synaptic signaling (GO:0099177)	2.083820532823964	0.0045568996067792					19	regulation of interleukin-17 production (GO:0032660)	1.9258311783321125	0.0003582658734996	19.0	regulation of synapse assembly (GO:0051963)	-2.048764251159896	0.0032632513250177					19.0	response to copper ion (GO:0046688)	-2.02319170748372	0.0039641916579401	19.0	positive regulation of synapse assembly (GO:0051965)	-2.001901438972157	0.0064323886124843	19.0	ribonucleoprotein complex biogenesis (GO:0022613)	2.1337156986602666	0.0	19.0	tight junction assembly (GO:0120192)	-1.980473172011123	0.0114870147942632	19.0	protein targeting to ER (GO:0045047)	-2.435626944539567	0.0	19.0	SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	-2.2789314829118066	0.0	19.0	positive regulation of cell division (GO:0051781)	1.981077465142354	0.0007465998795295																					19.0	cellular response to alkaloid (GO:0071312)	1.962672190226158	0.0356200169158355				
20.0	diterpenoid metabolic process (GO:0016101)	-2.0641954639134523	0.0038182946796062	20.0	endothelial cell development (GO:0001885)	-1.8708768698664375	0.0357141677883929	20.0	regulation of acute inflammatory response (GO:0002673)	1.9008426023283032	0.0265180663450163					20.0	positive regulation of synaptic transmission (GO:0050806)	2.0882373898532154	0.001880177620393	20.0	positive regulation of synapse assembly (GO:0051965)	2.0542148029139087	0.0072435814235887					20	regulation of interleukin-2 production (GO:0032663)	1.924588663296863	0.0003412055938091	20.0	action potential (GO:0001508)	-2.1047590669779823	0.0011613335597857					20.0	negative regulation of cell migration involved in sprouting angiogenesis (GO:0090051)	-2.030138582213453	0.0036071229240448	20.0	regulation of synaptic transmission, glutamatergic (GO:0051966)	-2.005083788030363	0.0063695236675347	20.0	cellular response to cadmium ion (GO:0071276)	2.1236373941659026	0.0	20.0	cellular nitrogen compound biosynthetic process (GO:0044271)	-1.9807092574418448	0.012009151830366					20.0	protein targeting to ER (GO:0045047)	-2.3002242473398957	0.0	20.0	negative regulation of cell cycle process (GO:0010948)	1.9808176057178557	0.0007110475043138																					20.0	muscle cell development (GO:0055001)	1.9613800069699885	0.0346660457573982				
21.0	collagen fibril organization (GO:0030199)	-2.0858345905072144	0.0031819122330052	21.0	cellular zinc ion homeostasis (GO:0006882)	-1.874050372126344	0.0352502876317963	21.0	response to amyloid-beta (GO:1904645)	1.8978240326840377	0.0269847312323222					21.0	cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	2.084340813934177	0.001938292201387	21.0	regulation of cation transmembrane transport (GO:1904062)	2.042559827971965	0.0081660594653859					21	positive regulation of leukocyte migration (GO:0002687)	1.924304774219577	0.000325696248636	21.0	positive regulation of cell junction assembly (GO:1901890)	-2.124103723942759	0.0004692256807215					21.0	branching morphogenesis of an epithelial tube (GO:0048754)	-2.0603170997436697	0.0018814425251551	21.0	response to cadmium ion (GO:0046686)	-2.006906993023944	0.0063390231551602	21.0	ribosomal large subunit biogenesis (GO:0042273)	2.105759869174429	0.0	21.0	maintenance of blood-brain barrier (GO:0035633)	-1.98645752755449	0.0112738976366701					21.0	cotranslational protein targeting to membrane (GO:0006613)	-2.311595892320176	0.0	21.0	mitotic chromosome condensation (GO:0007076)	1.9675850944007995	0.0013574543264173																					21.0	actin filament organization (GO:0007015)	1.9601663906920712	0.0342155538643979				
22.0	retinoid metabolic process (GO:0001523)	-2.095988932047132	0.0039395103837207	22.0	branching involved in blood vessel morphogenesis (GO:0001569)	-1.875320304542341	0.0355626379889233	22.0	regulation of protein processing (GO:0070613)	1.8973229158226448	0.026389019512384					22.0	chloride transmembrane transport (GO:1902476)	2.07199630132328	0.0022660227668389	22.0	axon development (GO:0061564)	2.014816843928473	0.0112889098797908					22	positive regulation of lymphocyte proliferation (GO:0050671)	1.9238098679674516	0.0003115355421736	22.0	glutamate receptor signaling pathway (GO:0007215)	-2.1254099431196405	0.0005278788908116					22.0	negative regulation of actin filament polymerization (GO:0030837)	-2.063606029988456	0.001783886246073	22.0	action potential (GO:0001508)	-2.022702004869424	0.0051596700100141	22.0	cellular response to copper ion (GO:0071280)	2.101881709507779	0.0	22.0	cellular response to mechanical stimulus (GO:0071260)	-1.9879626126582348	0.0114372874574914					22.0	cytoplasmic translation (GO:0002181)	-2.342326452358888	0.0	22.0	regulation of cell cycle G2/M phase transition (GO:1902749)	1.9657502840317085	0.0014427050812164																					22.0	positive regulation of calcium ion transmembrane transporter activity (GO:1901021)	1.9500682879766855	0.0418965226104226				
23.0	membrane depolarization during cardiac muscle cell action potential (GO:0086012)	-2.1140865266963043	0.0045455889042931	23.0	negative regulation of Rho protein signal transduction (GO:0035024)	-1.8773703375200583	0.0350099447615795	23.0	chondrocyte differentiation (GO:0002062)	1.894745511370291	0.0273330711363539					23.0	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339)	2.0600651552262126	0.0027638611019778	23.0	potassium ion transport (GO:0006813)	2.0124696880414503	0.0112283317649056					23	T cell activation (GO:0042110)	1.9194397200660007	0.000298554894583	23.0	translation (GO:0006412)	-2.1601020342352104	0.0					23.0	cellular response to copper ion (GO:0071280)	-2.066249237153316	0.0018316689133785	23.0	ribosomal large subunit assembly (GO:0000027)	-2.0334249839110248	0.0043658746238581	23.0	ribosomal large subunit assembly (GO:0000027)	2.09364762371381	0.0	23.0	ribosome assembly (GO:0042255)	-1.9960802962937512	0.0099323812130847					23.0	establishment of endothelial barrier (GO:0061028)	-2.370951523223184	0.0	23.0	regulation of mitotic metaphase/anaphase transition (GO:0030071)	1.954810162600369	0.0018319348895863																					23.0	regulation of ryanodine-sensitive calcium-release channel activity (GO:0060314)	1.9421525722638973	0.0480205504753381				
24.0	embryonic skeletal system development (GO:0048706)	-2.2606915723225725	0.0	24.0	positive regulation of cell-substrate adhesion (GO:0010811)	-1.879926100762865	0.0344367814147045	24.0	cellular response to chemokine (GO:1990869)	1.8943631102858665	0.0264441077012651					24.0	regulation of cation channel activity (GO:2001257)	2.027355985988571	0.0045801126832775	24.0	receptor clustering (GO:0043113)	2.011680779896567	0.0109103322959433					24	regulation of interferon-gamma production (GO:0032649)	1.9164215913373688	0.0003275573700568	24.0	peptide biosynthetic process (GO:0043043)	-2.288041027995145	0.0					24.0	rRNA processing (GO:0006364)	-2.116286261789781	0.0009434013801347	24.0	neurotransmitter secretion (GO:0007269)	-2.035206508124968	0.0044166775285721	24.0	response to zinc ion (GO:0010043)	2.08615934545318	0.0	24.0	response to cadmium ion (GO:0046686)	-1.997892976588664	0.0102935587117423									24.0	mitotic DNA damage checkpoint signaling (GO:0044773)	1.9529907574038128	0.0019245685783427																					24.0	regulation of blood circulation (GO:1903522)	1.9415787442335004	0.0466498445476888				
				25.0	cell-cell junction assembly (GO:0007043)	-1.880953117244174	0.0346317952351692	25.0	cartilage development (GO:0051216)	1.8865901547119217	0.0304181122351373					25.0	regulation of synaptic transmission, glutamatergic (GO:0051966)	2.011940399560912	0.0054062338038686	25.0	regulation of potassium ion transport (GO:0043266)	1.9994746297636223	0.0126090193878783					25	regulation of B cell proliferation (GO:0030888)	1.9073281197865224	0.0004330686382962	25.0	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	-2.4896539705223746	0.0					25.0	ribosome biogenesis (GO:0042254)	-2.1526243217149066	0.0006503751938808	25.0	cellular response to cadmium ion (GO:0071276)	-2.036104798159827	0.0045147112587623	25.0	cellular zinc ion homeostasis (GO:0006882)	2.067512336791948	0.0	25.0	cellular macromolecule biosynthetic process (GO:0034645)	-2.01164299482169	0.0089479954814492									25.0	regulation of cytokinesis (GO:0032465)	1.9440957272707864	0.0028396320204328																					25.0	regulation of cardiac muscle cell contraction (GO:0086004)	1.937791555686556	0.0485230603664881				
				26.0	positive regulation of positive chemotaxis (GO:0050927)	-1.8836336162858147	0.0339561337152443	26.0	acute inflammatory response (GO:0002526)	1.883023243893376	0.0316000199361101					26.0	synaptic transmission, glutamatergic (GO:0035249)	2.0062911526564324	0.0058494414856673	26.0	positive regulation of synaptic transmission (GO:0050806)	1.985717750327837	0.0145947064411101					26	regulation of B cell activation (GO:0050864)	1.904893773106804	0.0005307642570365	26.0	cytoplasmic translation (GO:0002181)	-2.631943122141878	0.0					26.0	ncRNA processing (GO:0034470)	-2.16279622761811	0.0006081430384339	26.0	regulation of dendritic spine development (GO:0060998)	-2.0402190772303377	0.0045764029654038	26.0	mitochondrial ATP synthesis coupled electron transport (GO:0042775)	2.0669593856158057	0.0	26.0	regulation of nitric-oxide synthase activity (GO:0050999)	-2.0327153565171754	0.0067908894278855									26.0	protein localization to chromosome, centromeric region (GO:0071459)	1.9398888309091156	0.0034103945114311																					26.0	regulation of calcium ion transmembrane transporter activity (GO:1901019)	1.934786052861412	0.0495104482227829				
				27.0	cell morphogenesis involved in differentiation (GO:0000904)	-1.8893074911664065	0.0318362669045338	27.0	regulation of steroid metabolic process (GO:0019218)	1.880654931746233	0.0320406361251252					27.0	cellular zinc ion homeostasis (GO:0006882)	1.9977152914269167	0.0064020047974383	27.0	synapse assembly (GO:0007416)	1.9837183770882103	0.0145418019311916					27	regulation of interleukin-6 production (GO:0032675)	1.9035523798668728	0.0005483661329076	27.0	SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	-2.761537464343525	0.0					27.0	negative regulation of cell-substrate adhesion (GO:0010812)	-2.173094151541166	0.0004459715615182	27.0	ribosome biogenesis (GO:0042254)	-2.043021924719264	0.0043622664630119	27.0	aerobic electron transport chain (GO:0019646)	2.065017690462269	0.0	27.0	rRNA metabolic process (GO:0016072)	-2.066210244170331	0.0035074348202973									27.0	protein depolymerization (GO:0051261)	1.9344478746131917	0.0039700152324189																					27.0	cardiac muscle tissue morphogenesis (GO:0055008)	1.9277238244014192	0.0493034152851727				
				28.0	negative regulation of endothelial cell migration (GO:0010596)	-1.9034714526513208	0.026460414772701	28.0	negative regulation of lymphocyte proliferation (GO:0050672)	1.864109775281605	0.043197351225485					28.0	dendrite self-avoidance (GO:0070593)	1.9874831085738205	0.0075155237846884	28.0	synaptic vesicle exocytosis (GO:0016079)	1.9834707578925124	0.014085579037576					28	positive regulation of interleukin-2 production (GO:0032743)	1.9014109132900197	0.0006353483470929	28.0	protein targeting to ER (GO:0045047)	-2.762661850129025	0.0					28.0	rRNA metabolic process (GO:0016072)	-2.285148680327306	0.0	28.0	positive regulation of cell junction assembly (GO:1901890)	-2.059602593525805	0.0032432211491517	28.0	zinc ion homeostasis (GO:0055069)	2.0464012457488945	3.3506249273127856e-05	28.0	cellular response to zinc ion (GO:0071294)	-2.082413439568862	0.0028593218643728									28.0	DNA replication initiation (GO:0006270)	1.9293776349328284	0.0045482521396626																					28.0	skeletal muscle contraction (GO:0003009)	1.927542036366654	0.0478772910765453				
				29.0	negative regulation of cellular response to growth factor stimulus (GO:0090288)	-1.908355349845224	0.0250588779423314	29.0	regulation of defense response (GO:0031347)	1.8594205539753388	0.0460149272339118					29.0	synaptic transmission, GABAergic (GO:0051932)	1.9576156172010564	0.0125031811756138	29.0	neuronal action potential (GO:0019228)	1.9498635527965504	0.0220960455753179					29	hematopoietic progenitor cell differentiation (GO:0002244)	1.9010985146233137	0.0006141700688565	29.0	cotranslational protein targeting to membrane (GO:0006613)	-2.780474332530705	0.0					29.0	nuclear-transcribed mRNA catabolic process (GO:0000956)	-2.4315345435469986	0.0	29.0	regulation of trans-synaptic signaling (GO:0099177)	-2.091956741335375	0.0015994977031043	29.0	negative regulation of peptidase activity (GO:0010466)	2.034619444566364	3.238937429735693e-05	29.0	rRNA processing (GO:0006364)	-2.0835770616804745	0.002903311431517									29.0	regulation of cell cycle process (GO:0010564)	1.92586247809929	0.0048943769880269																					29.0	regulation of calcium ion transport (GO:0051924)	1.924360511886041	0.049232611813003				
				30.0	positive regulation of interleukin-2 production (GO:0032743)	-1.91086046922982	0.0248674200035072	30.0	cellular response to UV-A (GO:0071492)	1.8577417757046415	0.0455523717943216					30.0	synaptic vesicle exocytosis (GO:0016079)	1.951982281953505	0.013016894222218	30.0	regulation of NMDA receptor activity (GO:2000310)	1.9440446674399567	0.0230118671254388					30	negative regulation of lymphocyte proliferation (GO:0050672)	1.8974178355478597	0.0009905968852524									30.0	translation (GO:0006412)	-2.56473346209398	0.0	30.0	rRNA processing (GO:0006364)	-2.107138313572617	0.001412120213267	30.0	retina homeostasis (GO:0001895)	2.021117571604982	6.268911154327148e-05	30.0	membrane lipid biosynthetic process (GO:0046467)	-2.098381152408701	0.0024780789491231									30.0	antigen processing and presentation of exogenous peptide antigen (GO:0002478)	1.923309740195645	0.0053252106102643																												
